"";"parsed";"iucn_itis"
"3626";"Gazella cuvieri";"Gazella cuvieri"
"3627";"Nanger dama";"Nanger dama"
"3628";"Gazella dorcas";"Gazella dorcas"
"3629";"Gazella gazella";"Gazella gazella"
"3630";"Nanger granti";"Nanger granti"
"3631";"Gazella leptoceros";"Gazella leptoceros"
"3632";"Eudorcas rufifrons";"Eudorcas rufifrons"
"3633";"Gazella spekei";"Gazella spekei"
"3634";"Gazella subgutturosa";"Gazella subgutturosa"
"3635";"Gazella marica";"Gazella marica"
"3636";"Gazella bennettii";"Gazella bennettii"
"3637";"Gazella saudiya";"Gazella saudiya"
"3638";"Gazella bilkis";"Gazella bilkis"
"3639";"Eudorcas tilonura";"Eudorcas tilonura"
"3640";"Eudorcas albonotata";"Eudorcas albonotata"
"3641";"Hippotragus equinus";"Hippotragus equinus"
"3642";"Hippotragus leucophaeus";"Hippotragus leucophaeus"
"3643";"Hippotragus niger";"Hippotragus niger"
"3644";"Hyemoschus aquaticus";"Hyemoschus aquaticus"
"3645";"Kobus leche";"Kobus leche"
"3646";"Kobus megaceros";"Kobus megaceros"
"3647";"Kobus ellipsiprymnus";"Kobus ellipsiprymnus"
"3648";"Kobus kob";"Kobus kob"
"3649";"Kobus vardonii";"Kobus vardonii"
"3650";"Litocranius walleri";"Litocranius walleri"
"3651";"Madoqua piacentinii";"Madoqua piacentinii"
"3652";"Madoqua saltiana";"Madoqua saltiana"
"3653";"Madoqua guentheri";"Madoqua guentheri"
"3654";"Madoqua kirkii";"Madoqua kirkii"
"3655";"Neotragus pygmaeus";"Neotragus pygmaeus"
"3656";"Neotragus batesi";"Neotragus batesi"
"3657";"Nesotragus moschatus";"Nesotragus moschatus"
"3658";"Oreotragus oreotragus";"Oreotragus oreotragus"
"3659";"Oryx dammah";"Oryx dammah"
"3660";"Oryx leucoryx";"Oryx leucoryx"
"3661";"Oryx beisa";"Oryx beisa"
"3662";"Ourebia ourebi";"Ourebia ourebi"
"3663";"Pantholops hodgsonii";"Pantholops hodgsonii"
"3664";"Pelea capreolus";"Pelea capreolus"
"3665";"Procapra przewalskii";"Procapra przewalskii"
"3666";"Raphicerus melanotis";"Raphicerus melanotis"
"3667";"Raphicerus sharpei";"Raphicerus sharpei"
"3668";"Raphicerus campestris";"Raphicerus campestris"
"3669";"Redunca arundinum";"Redunca arundinum"
"3670";"Redunca fulvorufula";"Redunca fulvorufula"
"3671";"Redunca redunca";"Redunca redunca"
"3672";"Saiga tatarica";"Saiga tatarica"
"3673";"Sylvicapra grimmia";"Sylvicapra grimmia"
"3674";"Syncerus caffer";"Syncerus caffer"
"3675";"Tetracerus quadricornis";"Tetracerus quadricornis"
"3676";"Damaliscus pygargus";"Damaliscus pygargus"
"3677";"Tragelaphus derbianus";"Tragelaphus derbianus"
"3678";"Nanger soemmerringii";"Nanger soemmerringii"
"3679";"Balaena mysticetus";"Balaena mysticetus"
"3680";"Balaenoptera acutorostrata";"Balaenoptera acutorostrata"
"3681";"Balaenoptera edeni";"Balaenoptera edeni"
"3682";"Balaenoptera physalus";"Balaenoptera physalus"
"3683";"Balaenoptera bonaerensis";"Balaenoptera bonaerensis"
"3684";"Berardius bairdii";"Berardius bairdii"
"3685";"Caperea marginata";"Caperea marginata"
"3686";"Cephalorhynchus eutropia";"Cephalorhynchus eutropia"
"3687";"Cephalorhynchus heavisidii";"Cephalorhynchus heavisidii"
"3688";"Delphinapterus leucas";"Delphinapterus leucas"
"3689";"Eschrichtius robustus";"Eschrichtius robustus"
"3690";"Eubalaena australis";"Eubalaena australis"
"3691";"Feresa attenuata";"Feresa attenuata"
"3692";"Globicephala macrorhynchus";"Globicephala macrorhynchus"
"3693";"Globicephala melas";"Globicephala melas"
"3694";"Grampus griseus";"Grampus griseus"
"3695";"Hyperoodon ampullatus";"Hyperoodon ampullatus"
"3696";"Hyperoodon planifrons";"Hyperoodon planifrons"
"3697";"Inia geoffrensis";"Inia geoffrensis"
"3698";"Kogia breviceps";"Kogia breviceps"
"3699";"Kogia sima";"Kogia sima"
"3700";"Lagenodelphis hosei";"Lagenodelphis hosei"
"3701";"Lagenorhynchus acutus";"Lagenorhynchus acutus"
"3702";"Lagenorhynchus albirostris";"Lagenorhynchus albirostris"
"3703";"Lagenorhynchus australis";"Lagenorhynchus australis"
"3704";"Lagenorhynchus cruciger";"Lagenorhynchus cruciger"
"3705";"Lagenorhynchus obliquidens";"Lagenorhynchus obliquidens"
"3706";"Lipotes vexillifer";"Lipotes vexillifer"
"3707";"Lissodelphis borealis";"Lissodelphis borealis"
"3708";"Lissodelphis peronii";"Lissodelphis peronii"
"3709";"Megaptera novaeangliae";"Megaptera novaeangliae"
"3710";"Mesoplodon bidens";"Mesoplodon bidens"
"3711";"Mesoplodon bowdoini";"Mesoplodon bowdoini"
"3712";"Mesoplodon carlhubbsi";"Mesoplodon carlhubbsi"
"3713";"Mesoplodon densirostris";"Mesoplodon densirostris"
"3714";"Mesoplodon europaeus";"Mesoplodon europaeus"
"3715";"Mesoplodon grayi";"Mesoplodon grayi"
"3716";"Mesoplodon hectori";"Mesoplodon hectori"
"3717";"Mesoplodon layardii";"Mesoplodon layardii"
"3718";"Mesoplodon mirus";"Mesoplodon mirus"
"3719";"Mesoplodon peruvianus";"Mesoplodon peruvianus"
"3720";"Mesoplodon stejnegeri";"Mesoplodon stejnegeri"
"3721";"Monodon monoceros";"Monodon monoceros"
"3722";"Orcinus orca";"Orcinus orca"
"3723";"Peponocephala electra";"Peponocephala electra"
"3724";"Phocoena phocoena";"Phocoena phocoena"
"3725";"Phocoena spinipinnis";"Phocoena spinipinnis"
"3726";"Phocoenoides dalli";"Phocoenoides dalli"
"3727";"Stenella attenuata";"Stenella attenuata"
"3728";"Stenella clymene";"Stenella clymene"
"3729";"Stenella coeruleoalba";"Stenella coeruleoalba"
"3730";"Stenella frontalis";"Stenella frontalis"
"3731";"Tasmacetus shepherdi";"Tasmacetus shepherdi"
"3732";"Ziphius cavirostris";"Ziphius cavirostris"
"3733";"Indopacetus pacificus";"Indopacetus pacificus"
"3734";"Eubalaena japonica";"Eubalaena japonica"
"3735";"Tursiops aduncus";"Tursiops aduncus"
"3736";"Phocoena dioptrica";"Phocoena dioptrica"
"3737";"Neophocaena asiaeorientalis";"Neophocaena asiaeorientalis"
"3738";"Platanista gangetica";"Platanista gangetica"
"3739";"Platanista minor";"Platanista minor"
"3740";"Mesoplodon perrini";"Mesoplodon perrini"
"3741";"Mesoplodon traversii";"Mesoplodon traversii"
"3742";"Sotalia fluviatilis";"Sotalia fluviatilis"
"3743";"Neophocaena phocaenoides";"Neophocaena phocaenoides"
"3744";"Cricetomys gambianus";"Cricetomys gambianus"
"3745";"Cryptomys hottentotus";"Cryptomys hottentotus"
"3746";"Otomys irroratus";"Otomys irroratus"
"3747";"Myosorex cafer";"Myosorex cafer"
"3748";"Aethomys ineptus";"Aethomys ineptus"
"3749";"Felis margarita";"Felis margarita"
"3750";"Herpailurus yagouaroundi";"Herpailurus yagouaroundi"
"3751";"Leopardus tigrinus";"Leopardus tigrinus"
"3752";"Leopardus wiedii";"Leopardus wiedii"
"3753";"Lynx rufus";"Lynx rufus"
"3754";"Leopardus geoffroyi";"Leopardus geoffroyi"
"3755";"Leopardus guigna";"Leopardus guigna"
"3756";"Leopardus jacobita";"Leopardus jacobita"
"3757";"Prionailurus planiceps";"Prionailurus planiceps"
"3758";"Prionailurus rubiginosus";"Prionailurus rubiginosus"
"3759";"Prionailurus viverrinus";"Prionailurus viverrinus"
"3760";"Caracal aurata";"Caracal aurata"
"3761";"Panthera uncia";"Panthera uncia"
"3762";"Bubalus mindorensis";"Bubalus mindorensis"
"3763";"Okapia johnstoni";"Okapia johnstoni"
"3764";"Marmosops pakaraimae";"Marmosops pakaraimae"
"3765";"Thylamys pallidior";"Thylamys pallidior"
"3766";"Monodelphis peruviana";"Monodelphis peruviana"
"3767";"Leopardus guttulus";"Leopardus guttulus"
"3768";"Crocidura mindorus";"Crocidura mindorus"
"3769";"Muntiacus muntjak";"Muntiacus muntjak"
"3770";"Vulpes lagopus";"Vulpes lagopus"
"3771";"Vulpes velox";"Vulpes velox"
"3772";"Vulpes corsac";"Vulpes corsac"
"3773";"Otaria byronia";"Otaria byronia"
"3774";"Arctocephalus philippii";"Arctocephalus philippii"
"3775";"Cervus albirostris";"Cervus albirostris"
"3776";"Moschus chrysogaster";"Moschus chrysogaster"
"3777";"Moschus fuscus";"Moschus fuscus"
"3778";"Moschus moschiferus";"Moschus moschiferus"
"3779";"Moschus leucogaster";"Moschus leucogaster"
"3780";"Tragulus nigricans";"Tragulus nigricans"
"3781";"Tragulus javanicus";"Tragulus javanicus"
"3782";"Tragulus napu";"Tragulus napu"
"3783";"Tragulus kanchil";"Tragulus kanchil"
"3784";"Tragulus versicolor";"Tragulus versicolor"
"3785";"Tragulus williamsoni";"Tragulus williamsoni"
"3786";"Moschiola indica";"Moschiola indica"
"3787";"Moschus anhuiensis";"Moschus anhuiensis"
"3788";"Moschus cupreus";"Moschus cupreus"
"3789";"Moschiola kathygre";"Moschiola kathygre"
"3790";"Vulpes macrotis";"Vulpes macrotis"
"3791";"Pseudois nayaur";"Pseudois nayaur"
"3792";"Rhinolophus cohenae";"Rhinolophus cohenae"
"3793";"Rhinolophus mabuensis";"Rhinolophus mabuensis"
"3794";"Rhinolophus smithersi";"Rhinolophus smithersi"
"3795";"Rhinolophus mossambicus";"Rhinolophus mossambicus"
"3796";"Mustela subpalmata";"Mustela subpalmata"
"3797";"Arctocephalus gazella";"Arctocephalus gazella"
"3798";"Neoromicia robertsi";"Neoromicia robertsi"
"3799";"Neoromicia roseveari";"Neoromicia roseveari"
"3800";"Chaerephon atsinanana";"Chaerephon atsinanana"
"3801";"Mops bakarii";"Mops bakarii"
"3802";"Rhinolophus damarensis";"Rhinolophus damarensis"
"3803";"Melogale cucphuongensis";"Melogale cucphuongensis"
"3804";"Herpestes auropunctatus";"Herpestes auropunctatus"
"3805";"Arctonyx hoevenii";"Arctonyx hoevenii"
"3806";"Arctonyx albogularis";"Arctonyx albogularis"
"3807";"Mustela russelliana";"Mustela russelliana"
"3808";"Mustela tonkinensis";"Mustela tonkinensis"
"3809";"Pithecia napensis";"Pithecia napensis"
"3810";"Pithecia isabela";"Pithecia isabela"
"3811";"Bettongia anhydra";"Bettongia anhydra"
"3812";"Mormopterus francoismoutoui";"Mormopterus francoismoutoui"
"3813";"Nasuella meridensis";"Nasuella meridensis"
"3814";"Cuon alpinus";"Cuon alpinus"
"3815";"Catagonus wagneri";"Catagonus wagneri"
"3816";"Axis kuhlii";"Axis kuhlii"
"3817";"Moschiola meminna";"Moschiola meminna"
"3818";"Conilurus capricornensis";"Conilurus capricornensis"
"3819";"Pseudomys auritus";"Pseudomys auritus"
"3820";"Myotis nyctor";"Myotis nyctor"
"3821";"Dryomys laniger";"Dryomys laniger"
"3822";"Aconaemys fuscus";"Aconaemys fuscus"
"3823";"Aconaemys sagei";"Aconaemys sagei"
"3824";"Ctenomys australis";"Ctenomys australis"
"3825";"Dasyprocta punctata";"Dasyprocta punctata"
"3826";"Lagidium wolffsohni";"Lagidium wolffsohni"
"3827";"Lagostomus maximus";"Lagostomus maximus"
"3828";"Octodon degus";"Octodon degus"
"3829";"Octodon lunatus";"Octodon lunatus"
"3830";"Octodon pacificus";"Octodon pacificus"
"3831";"Octomys mimax";"Octomys mimax"
"3832";"Spalacopus cyanus";"Spalacopus cyanus"
"3833";"Tympanoctomys barrerae";"Tympanoctomys barrerae"
"3834";"Lagostomus crassus";"Lagostomus crassus"
"3835";"Tympanoctomys aureus";"Tympanoctomys aureus"
"3836";"Tympanoctomys loschalchalerosorum";"Tympanoctomys loschalchalerosorum"
"3837";"Rhipidomys ipukensis";"Rhipidomys ipukensis"
"3838";"Grammomys brevirostris";"Grammomys brevirostris"
"3839";"Otomys helleri";"Otomys helleri"
"3840";"Otomys thomasi";"Otomys thomasi"
"3841";"Otomys yaldeni";"Otomys yaldeni"
"3842";"Cryptotis venezuelensis";"Cryptotis venezuelensis"
"3843";"Rucervus schomburgki";"Rucervus schomburgki"
"3844";"Vulpes bengalensis";"Vulpes bengalensis"
"3845";"Cerdocyon thous";"Cerdocyon thous"
"3846";"Cebus malitiosus";"Cebus malitiosus"
"3847";"Cebus versicolor";"Cebus versicolor"
"3848";"Sousa plumbea";"Sousa plumbea"
"3849";"Sousa sahulensis";"Sousa sahulensis"
"3850";"Dusicyon australis";"Dusicyon australis"
"3851";"Dusicyon avus";"Dusicyon avus"
"3852";"Parahyaena brunnea";"Parahyaena brunnea"
"3853";"Rhinopoma cystops";"Rhinopoma cystops"
"3854";"Rhinolophus willardi";"Rhinolophus willardi"
"3855";"Rhinolophus kahuzi";"Rhinolophus kahuzi"
"3856";"Rhinolophus schnitzleri";"Rhinolophus schnitzleri"
"3857";"Rhinolophus thailandensis";"Rhinolophus thailandensis"
"3858";"Rhinolophus xinanzhongguoensis";"Rhinolophus xinanzhongguoensis"
"3859";"Dermanura bogotensis";"Dermanura bogotensis"
"3860";"Dermanura rava";"Dermanura rava"
"3861";"Rhinolophus mcintyrei";"Rhinolophus mcintyrei"
"3862";"Rhinolophus proconsulis";"Rhinolophus proconsulis"
"3863";"Rhinolophus tatar";"Rhinolophus tatar"
"3864";"Rhinolophus chiewkweeae";"Rhinolophus chiewkweeae"
"3865";"Rhinolophus huananus";"Rhinolophus huananus"
"3866";"Rhinolophus indorouxii";"Rhinolophus indorouxii"
"3867";"Rhinolophus microglobosus";"Rhinolophus microglobosus"
"3868";"Balionycteris seimundi";"Balionycteris seimundi"
"3869";"Desmalopex microleucopterus";"Desmalopex microleucopterus"
"3870";"Epomophorus minor";"Epomophorus minor"
"3871";"Megaloglossus azagnyi";"Megaloglossus azagnyi"
"3872";"Thoopterus suhaniahae";"Thoopterus suhaniahae"
"3873";"Scotonycteris bergmansi";"Scotonycteris bergmansi"
"3874";"Scotonycteris occidentalis";"Scotonycteris occidentalis"
"3875";"Scotophilus andrewreborii";"Scotophilus andrewreborii"
"3876";"Scotophilus ejetai";"Scotophilus ejetai"
"3877";"Scotophilus livingstonii";"Scotophilus livingstonii"
"3878";"Scotophilus trujilloi";"Scotophilus trujilloi"
"3879";"Murina annamitica";"Murina annamitica"
"3880";"Murina balaensis";"Murina balaensis"
"3881";"Murina beelzebub";"Murina beelzebub"
"3882";"Murina bicolor";"Murina bicolor"
"3883";"Murina gracilis";"Murina gracilis"
"3884";"Murina recondita";"Murina recondita"
"3885";"Murina fionae";"Murina fionae"
"3886";"Murina chrysochaetes";"Murina chrysochaetes"
"3887";"Murina lorelieae";"Murina lorelieae"
"3888";"Murina shuipuensis";"Murina shuipuensis"
"3889";"Murina jaintiana";"Murina jaintiana"
"3890";"Murina pluvialis";"Murina pluvialis"
"3891";"Murina eleryi";"Murina eleryi"
"3892";"Murina feae";"Murina feae"
"3893";"Murina walstoni";"Murina walstoni"
"3894";"Murina harpioloides";"Murina harpioloides"
"3895";"Pteropus allenorum";"Pteropus allenorum"
"3896";"Barbastella beijingensis";"Barbastella beijingensis"
"3897";"Barbastella darjelingensis";"Barbastella darjelingensis"
"3898";"Eptesicus ognevi";"Eptesicus ognevi"
"3899";"Eptesicus anatolicus";"Eptesicus anatolicus"
"3900";"Eptesicus pachyomus";"Eptesicus pachyomus"
"3901";"Eptesicus isabellinus";"Eptesicus isabellinus"
"3902";"Hypsugo bemainty";"Hypsugo bemainty"
"3903";"Hypsugo dolichodon";"Hypsugo dolichodon"
"3904";"Hypsugo lanzai";"Hypsugo lanzai"
"3905";"Nyctophilus bifax";"Nyctophilus bifax"
"3906";"Nyctophilus corbeni";"Nyctophilus corbeni"
"3907";"Nyctophilus major";"Nyctophilus major"
"3908";"Nyctophilus daedalus";"Nyctophilus daedalus"
"3909";"Otonycteris leucophaea";"Otonycteris leucophaea"
"3910";"Lycalopex culpaeus";"Lycalopex culpaeus"
"3911";"Pipistrellus aladdin";"Pipistrellus aladdin"
"3912";"Tylonycteris pygmaeus";"Tylonycteris pygmaeus"
"3913";"Myotis annatessae";"Myotis annatessae"
"3914";"Myotis badius";"Myotis badius"
"3915";"Myotis secundus";"Myotis secundus"
"3916";"Myotis soror";"Myotis soror"
"3917";"Myotis indochinensis";"Myotis indochinensis"
"3918";"Myotis petax";"Myotis petax"
"3919";"Lycalopex gymnocercus";"Lycalopex gymnocercus"
"3920";"Plecotus ariel";"Plecotus ariel"
"3921";"Plecotus turkmenicus";"Plecotus turkmenicus"
"3922";"Plecotus kozlovi";"Plecotus kozlovi"
"3923";"Plecotus wardi";"Plecotus wardi"
"3924";"Plecotus strelkovi";"Plecotus strelkovi"
"3925";"Plecotus homochrous";"Plecotus homochrous"
"3926";"Submyotodon latirostris";"Submyotodon latirostris"
"3927";"Myotis longicaudatus";"Myotis longicaudatus"
"3928";"Myotis sibiricus";"Myotis sibiricus"
"3929";"Myotis borneoensis";"Myotis borneoensis"
"3930";"Myotis federatus";"Myotis federatus"
"3931";"Myotis peytoni";"Myotis peytoni"
"3932";"Rusa unicolor";"Rusa unicolor"
"3933";"Hipposideros tephrus";"Hipposideros tephrus"
"3934";"Hipposideros khasiana";"Hipposideros khasiana"
"3935";"Nyctereutes procyonoides";"Nyctereutes procyonoides"
"3936";"Rhinolophus perditus";"Rhinolophus perditus"
"3937";"Myotis escalerai";"Myotis escalerai"
"3938";"Myotis rufoniger";"Myotis rufoniger"
"3939";"Myotis weberi";"Myotis weberi"
"3940";"Pipistrellus grandidieri";"Pipistrellus grandidieri"
"3941";"Peropteryx pallidoptera";"Peropteryx pallidoptera"
"3942";"Tympanoctomys kirchnerorum";"Tympanoctomys kirchnerorum"
"3943";"Lycalopex sechurae";"Lycalopex sechurae"
"3944";"Herpestes ochraceus";"Herpestes ochraceus"
"3945";"Herpestes urva";"Herpestes urva"
"3946";"Martes gwatkinsii";"Martes gwatkinsii"
"3947";"Galea comes";"Galea comes"
"3948";"Galea leucoblephara";"Galea leucoblephara"
"3949";"Cavia patzelti";"Cavia patzelti"
"3950";"Pteropus niger";"Pteropus niger"
"3951";"Coendou baturitensis";"Coendou baturitensis"
"3952";"Sylvilagus gabbi";"Sylvilagus gabbi"
"3953";"Lycalopex vetulus";"Lycalopex vetulus"
"3954";"Ochotona mantchurica";"Ochotona mantchurica"
"3955";"Ochotona syrinx";"Ochotona syrinx"
"3956";"Cynomops paranus";"Cynomops paranus"
"3957";"Cynomops milleri";"Cynomops milleri"
"3958";"Eumops wilsoni";"Eumops wilsoni"
"3959";"Eumops delticus";"Eumops delticus"
"3960";"Eumops nanus";"Eumops nanus"
"3961";"Eumops ferox";"Eumops ferox"
"3962";"Gazella arabica";"Gazella arabica"
"3963";"Pteronotus mesoamericanus";"Pteronotus mesoamericanus"
"3964";"Pteronotus rubiginosus";"Pteronotus rubiginosus"
"3965";"Molossus alvarezi";"Molossus alvarezi"
"3966";"Molossus bondae";"Molossus bondae"
"3967";"Promops davisoni";"Promops davisoni"
"3968";"Chilonatalus macer";"Chilonatalus macer"
"3969";"Anoura aequatoris";"Anoura aequatoris"
"3970";"Anoura cadenai";"Anoura cadenai"
"3971";"Anoura peruana";"Anoura peruana"
"3972";"Anoura geoffroyi";"Anoura geoffroyi"
"3973";"Artibeus schwartzi";"Artibeus schwartzi"
"3974";"Artibeus aequatorialis";"Artibeus aequatorialis"
"3975";"Carollia monohernandezi";"Carollia monohernandezi"
"3976";"Carollia benkeithi";"Carollia benkeithi"
"3977";"Carollia castanea";"Carollia castanea"
"3978";"Lichonycteris degener";"Lichonycteris degener"
"3979";"Micronycteris buriri";"Micronycteris buriri"
"3980";"Micronycteris giovanniae";"Micronycteris giovanniae"
"3981";"Micronycteris yatesi";"Micronycteris yatesi"
"3982";"Chrysocyon brachyurus";"Chrysocyon brachyurus"
"3983";"Lophostoma kalkoae";"Lophostoma kalkoae"
"3984";"Lonchophylla pattoni";"Lonchophylla pattoni"
"3985";"Lonchophylla cadenai";"Lonchophylla cadenai"
"3986";"Lonchophylla orienticollina";"Lonchophylla orienticollina"
"3987";"Lonchophylla peracchii";"Lonchophylla peracchii"
"3988";"Thyroptera wynneae";"Thyroptera wynneae"
"3989";"Eptesicus taddeii";"Eptesicus taddeii"
"3990";"Lasiurus salinae";"Lasiurus salinae"
"3991";"Myotis diminutus";"Myotis diminutus"
"3992";"Myotis izecksohni";"Myotis izecksohni"
"3993";"Myotis lavali";"Myotis lavali"
"3994";"Rhogeessa bickhami";"Rhogeessa bickhami"
"3995";"Rhogeessa menchuae";"Rhogeessa menchuae"
"3996";"Rhogeessa velilla";"Rhogeessa velilla"
"3997";"Vampyrodes major";"Vampyrodes major"
"3998";"Sturnira bakeri";"Sturnira bakeri"
"3999";"Sturnira burtonlimi";"Sturnira burtonlimi"
"4000";"Sturnira angeli";"Sturnira angeli"
"4001";"Sturnira parvidens";"Sturnira parvidens"
"4002";"Sturnira paulsoni";"Sturnira paulsoni"
"4003";"Sturnira hondurensis";"Sturnira hondurensis"
"4004";"Sturnira koopmanhilli";"Sturnira koopmanhilli"
"4005";"Sturnira perla";"Sturnira perla"
"4006";"Sturnira ludovici";"Sturnira ludovici"
"4007";"Platyrrhinus helleri";"Platyrrhinus helleri"
"4008";"Platyrrhinus incarum";"Platyrrhinus incarum"
"4009";"Platyrrhinus angustirostris";"Platyrrhinus angustirostris"
"4010";"Platyrrhinus aquilus";"Platyrrhinus aquilus"
"4011";"Platyrrhinus dorsalis";"Platyrrhinus dorsalis"
"4012";"Platyrrhinus nitelinea";"Platyrrhinus nitelinea"
"4013";"Gardnerycteris crenulatum";"Gardnerycteris crenulatum"
"4014";"Gardnerycteris koepckeae";"Gardnerycteris koepckeae"
"4015";"Anoura caudifer";"Anoura caudifer"
"4016";"Philantomba walteri";"Philantomba walteri"
"4017";"Mus mayori";"Mus mayori"
"4018";"Solisorex pearsoni";"Solisorex pearsoni"
"4019";"Biswamoyopterus laoensis";"Biswamoyopterus laoensis"
"4020";"Funambulus obscurus";"Funambulus obscurus"
"4021";"Marmosops caucae";"Marmosops caucae"
"4022";"Triaenops parvus";"Triaenops parvus"
"4023";"Miniopterus pallidus";"Miniopterus pallidus"
"4024";"Crocidura ramona";"Crocidura ramona"
"4025";"Dasyprocta croconota";"Dasyprocta croconota"
"4026";"Dasyprocta variegata";"Dasyprocta variegata"
"4027";"Dasyprocta iacki";"Dasyprocta iacki"
"4028";"Equus grevyi";"Equus grevyi"
"4029";"Hippopotamus madagascariensis";"Hippopotamus madagascariensis"
"4030";"Hippopotamus lemerlei";"Hippopotamus lemerlei"
"4031";"Isothrix orinoci";"Isothrix orinoci"
"4032";"Thrichomys laurentius";"Thrichomys laurentius"
"4033";"Pattonomys carrikeri";"Pattonomys carrikeri"
"4034";"Pattonomys flavidus";"Pattonomys flavidus"
"4035";"Pattonomys punctatus";"Pattonomys punctatus"
"4036";"Myomimus roachi";"Myomimus roachi"
