"";"parsed";"iucn"
"9875";"Volatinia jacarina";"Volatinia jacarina"
"9876";"Islerothraupis luctuosa";"Islerothraupis luctuosa"
"9877";"Chrysocorypha delatrii";"Chrysocorypha delatrii"
"9878";"Tachyphonus rufus";"Tachyphonus rufus"
"9879";"Ramphocelus icteronotus";"Ramphocelus icteronotus"
"9880";"Ramphocelus dimidiatus";"Ramphocelus dimidiatus"
"9881";"Cyanerpes cyaneus";"Cyanerpes cyaneus"
"9882";"Sporophila ophthalmica";"Sporophila ophthalmica"
"9883";"Saltator olivascens";"Saltator olivascens"
"9884";"Saltator striatipectus";"Saltator striatipectus"
"9885";"Megascops seductus";"Megascops seductus"
"9886";"Megascops cooperi";"Megascops cooperi"
"9887";"Megascops choliba";"Megascops choliba"
"9888";"Asio clamator";"Asio clamator"
"9889";"Nystalus radiatus";"Nystalus radiatus"
"9890";"Notharchus hyperrhynchus";"Notharchus hyperrhynchus"
"9891";"Notharchus pectoralis";"Notharchus pectoralis"
"9892";"Notharchus tectus";"Notharchus tectus"
"9893";"Notharchus subtectus";"Notharchus subtectus"
"9894";"Micromonacha lanceolata";"Micromonacha lanceolata"
"9895";"Nonnula frontalis";"Nonnula frontalis"
"9896";"Monasa morphoeus";"Monasa morphoeus"
"9897";"Chlorospingus flavigularis";"Chlorospingus flavigularis"
"9898";"Cypseloides cryptus";"Cypseloides cryptus"
"9899";"Streptoprocne rutila";"Streptoprocne rutila"
"9900";"Streptoprocne zonaris";"Streptoprocne zonaris"
"9901";"Streptoprocne semicollaris";"Streptoprocne semicollaris"
"9902";"Chaetura chapmani";"Chaetura chapmani"
"9903";"Chaetura brachyura";"Chaetura brachyura"
"9904";"Chaetura spinicaudus";"Chaetura spinicaudus"
"9905";"Chaetura cinereiventris";"Chaetura cinereiventris"
"9906";"Panyptila cayennensis";"Panyptila cayennensis"
"9907";"Panyptila sanctihieronymi";"Panyptila sanctihieronymi"
"9908";"Polioptila maior";"Polioptila maior"
"9909";"Turdus albicollis";"Turdus albicollis"
"9910";"Platyrinchus mystaceus";"Platyrinchus mystaceus"
"9911";"Platyrinchus albogularis";"Platyrinchus albogularis"
"9912";"Mionectes galbinus";"Mionectes galbinus"
"9913";"Rhynchocyclus aequinoctialis";"Rhynchocyclus aequinoctialis"
"9914";"Tyrannulus elatus";"Tyrannulus elatus"
"9915";"Serpophaga cinerea";"Serpophaga cinerea"
"9916";"Legatus leucophaius";"Legatus leucophaius"
"9917";"Myiophobus crypterythrus";"Myiophobus crypterythrus"
"9918";"Myiophobus rufescens";"Myiophobus rufescens"
"9919";"Contopus punensis";"Contopus punensis"
"9920";"Sittasomus griseicapillus";"Sittasomus griseicapillus"
"9921";"Deconychura longicauda";"Deconychura longicauda"
"9922";"Dendrocolaptes picumnus";"Dendrocolaptes picumnus"
"9923";"Xenops rutilus";"Xenops rutilus"
"9924";"Pseudocolaptes johnsoni";"Pseudocolaptes johnsoni"
"9925";"Philydor rufum";"Philydor rufum"
"9926";"Automolus ochrolaemus";"Automolus ochrolaemus"
"9927";"Automolus subulatus";"Automolus subulatus"
"9928";"Amazilia boucardi";"Amazilia boucardi"
"9929";"Picumnus olivaceus";"Picumnus olivaceus"
"9930";"Melanerpes chrysauchen";"Melanerpes chrysauchen"
"9931";"Melanerpes chrysogenys";"Melanerpes chrysogenys"
"9932";"Melanerpes rubricapillus";"Melanerpes rubricapillus"
"9933";"Melanerpes hoffmannii";"Melanerpes hoffmannii"
"9934";"Veniliornis kirkii";"Veniliornis kirkii"
"9935";"Piculus chrysochloros";"Piculus chrysochloros"
"9936";"Colaptes punctigula";"Colaptes punctigula"
"9937";"Campephilus haematogaster";"Campephilus haematogaster"
"9938";"Campephilus melanoleucos";"Campephilus melanoleucos"
"9939";"Ramphastos sulfuratus";"Ramphastos sulfuratus"
"9940";"Gampsonyx swainsonii";"Gampsonyx swainsonii"
"9941";"Leptodon cayanensis";"Leptodon cayanensis"
"9942";"Spizaetus tyrannus";"Spizaetus tyrannus"
"9943";"Spizaetus melanoleucus";"Spizaetus melanoleucus"
"9944";"Harpagus bidentatus";"Harpagus bidentatus"
"9945";"Accipiter superciliosus";"Accipiter superciliosus"
"9946";"Accipiter bicolor";"Accipiter bicolor"
"9947";"Ictinia plumbea";"Ictinia plumbea"
"9948";"Busarellus nigricollis";"Busarellus nigricollis"
"9949";"Geranospiza caerulescens";"Geranospiza caerulescens"
"9950";"Helicolestes hamatus";"Helicolestes hamatus"
"9951";"Buteogallus meridionalis";"Buteogallus meridionalis"
"9952";"Buteogallus urubitinga";"Buteogallus urubitinga"
"9953";"Morphnarchus princeps";"Morphnarchus princeps"
"9954";"Rupornis magnirostris";"Rupornis magnirostris"
"9955";"Pseudastur albicollis";"Pseudastur albicollis"
"9956";"Leucopternis semiplumbeus";"Leucopternis semiplumbeus"
"9957";"Buteo nitidus";"Buteo nitidus"
"9958";"Leptotila verreauxi";"Leptotila verreauxi"
"9959";"Sporophila morelleti";"Sporophila morelleti"
"9960";"Micrathene whitneyi";"Micrathene whitneyi"
"9961";"Aethia psittacula";"Aethia psittacula"
"9962";"Aethia pusilla";"Aethia pusilla"
"9963";"Aethia pygmaea";"Aethia pygmaea"
"9964";"Fratercula corniculata";"Fratercula corniculata"
"9965";"Fratercula cirrhata";"Fratercula cirrhata"
"9966";"Chordeiles gundlachii";"Chordeiles gundlachii"
"9967";"Nyctidromus albicollis";"Nyctidromus albicollis"
"9968";"Antrostomus ridgwayi";"Antrostomus ridgwayi"
"9969";"Leiothlypis crissalis";"Leiothlypis crissalis"
"9970";"Setophaga pitiayumi";"Setophaga pitiayumi"
"9971";"Trogon elegans";"Trogon elegans"
"9972";"Megaceryle torquata";"Megaceryle torquata"
"9973";"Chloroceryle americana";"Chloroceryle americana"
"9974";"Rhodostethia rosea";"Rhodostethia rosea"
"9975";"Larus livens";"Larus livens"
"9976";"Anous stolidus";"Anous stolidus"
"9977";"Onychoprion fuscatus";"Onychoprion fuscatus"
"9978";"Crotophaga ani";"Crotophaga ani"
"9979";"Coturnicops noveboracensis";"Coturnicops noveboracensis"
"9980";"Jacana spinosa";"Jacana spinosa"
"9981";"Ardenna gravis";"Ardenna gravis"
"9982";"Eugenes fulgens";"Eugenes fulgens"
"9983";"Lampornis clemenciae";"Lampornis clemenciae"
"9984";"Calothorax lucifer";"Calothorax lucifer"
"9985";"Cynanthus latirostris";"Cynanthus latirostris"
"9986";"Cynanthus doubledayi";"Cynanthus doubledayi"
"9987";"Amazilia violiceps";"Amazilia violiceps"
"9988";"Hydrobates furcatus";"Hydrobates furcatus"
"9989";"Hydrobates melania";"Hydrobates melania"
"9990";"Fregata magnificens";"Fregata magnificens"
"9991";"Sula nebouxii";"Sula nebouxii"
"9992";"Sula sula";"Sula sula"
"9993";"Chondrohierax uncinatus";"Chondrohierax uncinatus"
"9994";"Rostrhamus sociabilis";"Rostrhamus sociabilis"
"9995";"Buteogallus anthracinus";"Buteogallus anthracinus"
"9996";"Geranoaetus albicaudatus";"Geranoaetus albicaudatus"
"9997";"Buteo plagiatus";"Buteo plagiatus"
"9998";"Buteo brachyurus";"Buteo brachyurus"
"9999";"Buteo albonotatus";"Buteo albonotatus"
"10000";"Hemiprocne longipennis";"Hemiprocne longipennis"
"10001";"Accipiter collaris";"Accipiter collaris"
"10002";"Terpsiphone bourbonnensis";"Terpsiphone bourbonnensis"
"10003";"Tangara fucosa";"Tangara fucosa"
"10004";"Porphyrio hochstetteri";"Porphyrio hochstetteri"
"10005";"Phylloscartes difficilis";"Phylloscartes difficilis"
"10006";"Anas nesiotis";"Anas nesiotis"
"10007";"Pogonotriccus venezuelanus";"Pogonotriccus venezuelanus"
"10008";"Lepidothrix iris";"Lepidothrix iris"
"10009";"Acrocephalus caffer";"Acrocephalus caffer"
"10010";"Acrocephalus rimitarae";"Acrocephalus rimitarae"
"10011";"Amazona diadema";"Amazona diadema"
"10012";"Cichlopsis gularis";"Cichlopsis gularis"
"10013";"Accipiter imitator";"Accipiter imitator"
"10014";"Campephilus gayaquilensis";"Campephilus gayaquilensis"
"10015";"Accipiter poliogaster";"Accipiter poliogaster"
"10016";"Conirostrum binghami";"Conirostrum binghami"
"10017";"Alopecoenas kubaryi";"Alopecoenas kubaryi"
"10018";"Cranioleuca berlepschi";"Cranioleuca berlepschi"
"10019";"Forpus xanthops";"Forpus xanthops"
"10020";"Sporophila nigrorufa";"Sporophila nigrorufa"
"10021";"Aglaeactis aliciae";"Aglaeactis aliciae"
"10022";"Anumara forbesi";"Anumara forbesi"
"10023";"Psittacus timneh";"Psittacus timneh"
"10024";"Polemaetus bellicosus";"Polemaetus bellicosus"
"10025";"Myiarchus semirufus";"Myiarchus semirufus"
"10026";"Cercomacra ferdinandi";"Cercomacra ferdinandi"
"10027";"Augastes lumachella";"Augastes lumachella"
"10028";"Ara ambiguus";"Ara ambiguus"
"10029";"Pyrrhura viridicata";"Pyrrhura viridicata"
"10030";"Actophilornis albinucha";"Actophilornis albinucha"
"10031";"Eriocnemis nigrivestis";"Eriocnemis nigrivestis"
"10032";"Coracina javensis";"Coracina javensis"
"10033";"Coracina macei";"Coracina macei"
"10034";"Oriolus kundoo";"Oriolus kundoo"
"10035";"Accipiter henstii";"Accipiter henstii"
"10036";"Malacoptila striata";"Malacoptila striata"
"10037";"Pomarea nigra";"Pomarea nigra"
"10038";"Circus maurus";"Circus maurus"
"10039";"Apalis lynesi";"Apalis lynesi"
"10040";"Sagittarius serpentarius";"Sagittarius serpentarius"
"10041";"Chersophilus duponti";"Chersophilus duponti"
"10042";"Capito brunneipectus";"Capito brunneipectus"
"10043";"Laniarius amboimensis";"Laniarius amboimensis"
"10044";"Caryothraustes erythromelas";"Caryothraustes erythromelas"
"10045";"Turnix hottentottus";"Turnix hottentottus"
"10046";"Laniarius brauni";"Laniarius brauni"
"10047";"Amazona dufresniana";"Amazona dufresniana"
"10048";"Eubucco glaucogularis";"Eubucco glaucogularis"
"10049";"Falco fasciinucha";"Falco fasciinucha"
"10050";"Terathopius ecaudatus";"Terathopius ecaudatus"
"10051";"Setophaga cerulea";"Setophaga cerulea"
"10052";"Pselliophorus luteoviridis";"Pselliophorus luteoviridis"
"10053";"Procnias tricarunculatus";"Procnias tricarunculatus"
"10054";"Haliaeetus vocifer";"Haliaeetus vocifer"
"10055";"Apalis kaboboensis";"Apalis kaboboensis"
"10056";"Lipaugus uropygialis";"Lipaugus uropygialis"
"10057";"Ploceus bannermani";"Ploceus bannermani"
"10058";"Criniger olivaceus";"Criniger olivaceus"
"10059";"Formicivora erythronotos";"Formicivora erythronotos"
"10060";"Malimbus ballmanni";"Malimbus ballmanni"
"10061";"Leptosittaca branickii";"Leptosittaca branickii"
"10062";"Hypocnemis striata";"Hypocnemis striata"
"10063";"Grallaria watkinsi";"Grallaria watkinsi"
"10064";"Procellaria cinerea";"Procellaria cinerea"
"10065";"Trichoglossus forsteni";"Trichoglossus forsteni"
"10066";"Ciconia episcopus";"Ciconia episcopus"
"10067";"Pycnonotus snouckaerti";"Pycnonotus snouckaerti"
"10068";"Alophoixus tephrogenys";"Alophoixus tephrogenys"
"10069";"Geokichla interpres";"Geokichla interpres"
"10070";"Zosterops meeki";"Zosterops meeki"
"10071";"Anodorhynchus leari";"Anodorhynchus leari"
"10072";"Anthocephala berlepschi";"Anthocephala berlepschi"
"10073";"Climacteris rufus";"Climacteris rufus"
"10074";"Turdus xanthorhynchus";"Turdus xanthorhynchus"
"10075";"Accipiter henicogrammus";"Accipiter henicogrammus"
"10076";"Treron sanctithomae";"Treron sanctithomae"
"10077";"Aceros nipalensis";"Aceros nipalensis"
"10078";"Ploceus grandis";"Ploceus grandis"
"10079";"Garrulax palliatus";"Garrulax palliatus"
"10080";"Gymnobucco vernayi";"Gymnobucco vernayi"
"10081";"Lanius newtoni";"Lanius newtoni"
"10082";"Acridotheres cinereus";"Acridotheres cinereus"
"10083";"Acridotheres javanicus";"Acridotheres javanicus"
"10084";"Crithagra concolor";"Crithagra concolor"
"10085";"Lophotriorchis kienerii";"Lophotriorchis kienerii"
"10086";"Columba thomensis";"Columba thomensis"
"10087";"Columba malherbii";"Columba malherbii"
"10088";"Pionus reichenowi";"Pionus reichenowi"
"10089";"Poicephalus cryptoxanthus";"Poicephalus cryptoxanthus"
"10090";"Larus bulleri";"Larus bulleri"
"10091";"Bostrychia bocagei";"Bostrychia bocagei"
"10092";"Pelecanus onocrotalus";"Pelecanus onocrotalus"
"10093";"Recurvirostra avosetta";"Recurvirostra avosetta"
"10094";"Chloropsis cyanopogon";"Chloropsis cyanopogon"
"10095";"Strix chacoensis";"Strix chacoensis"
"10096";"Zosterops feae";"Zosterops feae"
"10097";"Dendrocitta leucogastra";"Dendrocitta leucogastra"
"10098";"Vireo osburni";"Vireo osburni"
"10099";"Zoothera talaseae";"Zoothera talaseae"
"10100";"Zosterops rennellianus";"Zosterops rennellianus"
"10101";"Ducula oenothorax";"Ducula oenothorax"
"10102";"Elaphrornis palliseri";"Elaphrornis palliseri"
"10103";"Bradypterus bangwaensis";"Bradypterus bangwaensis"
"10104";"Arcanator orostruthus";"Arcanator orostruthus"
"10105";"Crossleyia tenebrosa";"Crossleyia tenebrosa"
"10106";"Ficedula platenae";"Ficedula platenae"
"10107";"Garrulax bicolor";"Garrulax bicolor"
"10108";"Argya cinereifrons";"Argya cinereifrons"
"10109";"Anthropoides paradiseus";"Anthropoides paradiseus"
"10110";"Geokichla leucolaema";"Geokichla leucolaema"
"10111";"Celeus galeatus";"Celeus galeatus"
"10112";"Ploceus subpersonatus";"Ploceus subpersonatus"
"10113";"Microhierax latifrons";"Microhierax latifrons"
"10114";"Mirafra pulpa";"Mirafra pulpa"
"10115";"Melignomon eisentrauti";"Melignomon eisentrauti"
"10116";"Sitta formosa";"Sitta formosa"
"10117";"Spelaeornis longicaudatus";"Spelaeornis longicaudatus"
"10118";"Macronyx grimwoodi";"Macronyx grimwoodi"
"10119";"Spilornis elgini";"Spilornis elgini"
"10120";"Cisticola restrictus";"Cisticola restrictus"
"10121";"Calendulauda burra";"Calendulauda burra"
"10122";"Spelaeornis kinneari";"Spelaeornis kinneari"
"10123";"Sitta magna";"Sitta magna"
"10124";"Tragopan blythii";"Tragopan blythii"
"10125";"Linaria johannis";"Linaria johannis"
"10126";"Alauda razae";"Alauda razae"
"10127";"Tragopan caboti";"Tragopan caboti"
"10128";"Treron floris";"Treron floris"
"10129";"Spizocorys fringillaris";"Spizocorys fringillaris"
"10130";"Procnias nudicollis";"Procnias nudicollis"
"10131";"Treron phayrei";"Treron phayrei"
"10132";"Heteromirafra archeri";"Heteromirafra archeri"
"10133";"Actinodura sodangorum";"Actinodura sodangorum"
"10134";"Heteromirafra ruddi";"Heteromirafra ruddi"
"10135";"Circaetus beaudouini";"Circaetus beaudouini"
"10136";"Tympanuchus cupido";"Tympanuchus cupido"
"10137";"Loxia megaplaga";"Loxia megaplaga"
"10138";"Circus maillardi";"Circus maillardi"
"10139";"Aerodramus whiteheadi";"Aerodramus whiteheadi"
"10140";"Aerodramus elaphrus";"Aerodramus elaphrus"
"10141";"Penelopina nigra";"Penelopina nigra"
"10142";"Aethopyga linaraborae";"Aethopyga linaraborae"
"10143";"Turdus ludoviciae";"Turdus ludoviciae"
"10144";"Zosterops modestus";"Zosterops modestus"
"10145";"Ploceus flavipes";"Ploceus flavipes"
"10146";"Androphobus viridis";"Androphobus viridis"
"10147";"Ploceus aureonucha";"Ploceus aureonucha"
"10148";"Oreophasis derbianus";"Oreophasis derbianus"
"10149";"Otus insularis";"Otus insularis"
"10150";"Pipile pipile";"Pipile pipile"
"10151";"Anorrhinus galeritus";"Anorrhinus galeritus"
"10152";"Rhea tarapacensis";"Rhea tarapacensis"
"10153";"Rollandia microptera";"Rollandia microptera"
"10154";"Crax rubra";"Crax rubra"
"10155";"Leistes defilippii";"Leistes defilippii"
"10156";"Geotrygon purpurata";"Geotrygon purpurata"
"10157";"Leptotila ochraceiventris";"Leptotila ochraceiventris"
"10158";"Apalharpactes reinwardtii";"Apalharpactes reinwardtii"
"10159";"Colinus virginianus";"Colinus virginianus"
"10160";"Siphonorhis brewsteri";"Siphonorhis brewsteri"
"10161";"Premnoplex pariae";"Premnoplex pariae"
"10162";"Anthracoceros montani";"Anthracoceros montani"
"10163";"Dendrortyx barbatus";"Dendrortyx barbatus"
"10164";"Cacatua alba";"Cacatua alba"
"10165";"Grallaria ridgelyi";"Grallaria ridgelyi"
"10166";"Myrmoderus eowilsoni";"Myrmoderus eowilsoni"
"10167";"Grallaricula loricata";"Grallaricula loricata"
"10168";"Cacatua goffiniana";"Cacatua goffiniana"
"10169";"Odontophorus dialeucos";"Odontophorus dialeucos"
"10170";"Cyrtonyx sallei";"Cyrtonyx sallei"
"10171";"Cacatua sulphurea";"Cacatua sulphurea"
"10172";"Sylviorthorhynchus yanacensis";"Sylviorthorhynchus yanacensis"
"10173";"Asthenes perijana";"Asthenes perijana"
"10174";"Cyrtonyx ocellatus";"Cyrtonyx ocellatus"
"10175";"Phytotoma raimondii";"Phytotoma raimondii"
"10176";"Caloenas nicobarica";"Caloenas nicobarica"
"10177";"Meleagris ocellata";"Meleagris ocellata"
"10178";"Melanitta americana";"Melanitta americana"
"10179";"Patagioenas leucocephala";"Patagioenas leucocephala"
"10180";"Patagioenas caribaea";"Patagioenas caribaea"
"10181";"Patagioenas inornata";"Patagioenas inornata"
"10182";"Geotrygon versicolor";"Geotrygon versicolor"
"10183";"Geotrygon caniceps";"Geotrygon caniceps"
"10184";"Geotrygon leucometopia";"Geotrygon leucometopia"
"10185";"Leptotila battyi";"Leptotila battyi"
"10186";"Leptotila wellsi";"Leptotila wellsi"
"10187";"Zentrygon carrikeri";"Zentrygon carrikeri"
"10188";"Zenaida graysoni";"Zenaida graysoni"
"10189";"Starnoenas cyanocephala";"Starnoenas cyanocephala"
"10190";"Siphonorhis americana";"Siphonorhis americana"
"10191";"Cypseloides niger";"Cypseloides niger"
"10192";"Cypseloides storeri";"Cypseloides storeri"
"10193";"Cynanthus lawrencei";"Cynanthus lawrencei"
"10194";"Eupherusa poliocerca";"Eupherusa poliocerca"
"10195";"Amazilia alfaroana";"Amazilia alfaroana"
"10196";"Goethalsia bella";"Goethalsia bella"
"10197";"Goldmania violiceps";"Goldmania violiceps"
"10198";"Doricha eliza";"Doricha eliza"
"10199";"Mellisuga helenae";"Mellisuga helenae"
"10200";"Selasphorus rufus";"Selasphorus rufus"
"10201";"Megalurulus rufus";"Megalurulus rufus"
"10202";"Coccyzus ferrugineus";"Coccyzus ferrugineus"
"10203";"Coccyzus bahamensis";"Coccyzus bahamensis"
"10204";"Rallus tenuirostris";"Rallus tenuirostris"
"10205";"Rallus obsoletus";"Rallus obsoletus"
"10206";"Laterallus jamaicensis";"Laterallus jamaicensis"
"10207";"Rallus elegans";"Rallus elegans"
"10208";"Cyanolimnas cerverai";"Cyanolimnas cerverai"
"10209";"Acrocephalus sechellensis";"Acrocephalus sechellensis"
"10210";"Oriolus cruentus";"Oriolus cruentus"
"10211";"Numenius borealis";"Numenius borealis"
"10212";"Charadrius montanus";"Charadrius montanus"
"10213";"Agapornis fischeri";"Agapornis fischeri"
"10214";"Larus heermanni";"Larus heermanni"
"10215";"Onychoprion aleuticus";"Onychoprion aleuticus"
"10216";"Anthus crenatus";"Anthus crenatus"
"10217";"Rynchops albicollis";"Rynchops albicollis"
"10218";"Thalasseus elegans";"Thalasseus elegans"
"10219";"Brachyramphus marmoratus";"Brachyramphus marmoratus"
"10220";"Anthus hoeschi";"Anthus hoeschi"
"10221";"Synthliboramphus scrippsi";"Synthliboramphus scrippsi"
"10222";"Aethopyga primigenia";"Aethopyga primigenia"
"10223";"Apalis fuscigularis";"Apalis fuscigularis"
"10224";"Aethopyga boltoni";"Aethopyga boltoni"
"10225";"Erythrura coloria";"Erythrura coloria"
"10226";"Synthliboramphus craveri";"Synthliboramphus craveri"
"10227";"Caprimulgus solala";"Caprimulgus solala"
"10228";"Chaetops aurantius";"Chaetops aurantius"
"10229";"Charadrius pallidus";"Charadrius pallidus"
"10230";"Edolisoma dispar";"Edolisoma dispar"
"10231";"Charadrius sanctaehelenae";"Charadrius sanctaehelenae"
"10232";"Taphrolesbia griseiventris";"Taphrolesbia griseiventris"
"10233";"Electron carinatum";"Electron carinatum"
"10234";"Campephilus imperialis";"Campephilus imperialis"
"10235";"Colaptes fernandinae";"Colaptes fernandinae"
"10236";"Amazona collaria";"Amazona collaria"
"10237";"Amazona leucocephala";"Amazona leucocephala"
"10238";"Campylopterus ensipennis";"Campylopterus ensipennis"
"10239";"Drepanis coccinea";"Drepanis coccinea"
"10240";"Cinnyris loveridgei";"Cinnyris loveridgei"
"10241";"Amazona ventralis";"Amazona ventralis"
"10242";"Cinnyris rufipennis";"Cinnyris rufipennis"
"10243";"Amazona vittata";"Amazona vittata"
"10244";"Copsychus sechellarum";"Copsychus sechellarum"
"10245";"Coracopsis barklyi";"Coracopsis barklyi"
"10246";"Amazona finschi";"Amazona finschi"
"10247";"Coccyzus rufigularis";"Coccyzus rufigularis"
"10248";"Amazona versicolor";"Amazona versicolor"
"10249";"Buteogallus solitarius";"Buteogallus solitarius"
"10250";"Mentocrex beankaensis";"Mentocrex beankaensis"
"10251";"Amazona oratrix";"Amazona oratrix"
"10252";"Nystactes noanamae";"Nystactes noanamae"
"10253";"Capito fitzpatricki";"Capito fitzpatricki"
"10254";"Leuconotopicus borealis";"Leuconotopicus borealis"
"10255";"Monticola explorator";"Monticola explorator"
"10256";"Amazona guatemalae";"Amazona guatemalae"
"10257";"Atlapetes flaviceps";"Atlapetes flaviceps"
"10258";"Dicaeum dayakorum";"Dicaeum dayakorum"
"10259";"Nesoenas mayeri";"Nesoenas mayeri"
