"";"parsed";"ebird_itis"
"7898";"Campylorhynchus brunneicapillus";"Campylorhynchus brunneicapillus"
"7899";"Cistothorus palustris";"Cistothorus palustris"
"7900";"Thryorchilus browni";"Thryorchilus browni"
"7901";"Troglodytes hiemalis";"Troglodytes hiemalis"
"7902";"Troglodytes pacificus";"Troglodytes pacificus"
"7903";"Catherpes mexicanus";"Catherpes mexicanus"
"7904";"Salpinctes obsoletus";"Salpinctes obsoletus"
"7905";"Certhia americana";"Certhia americana"
"7906";"Poecile sclateri";"Poecile sclateri"
"7907";"Hirundo rustica";"Hirundo rustica"
"7908";"Petrochelidon fulva";"Petrochelidon fulva"
"7909";"Stelgidopteryx ruficollis";"Stelgidopteryx ruficollis"
"7910";"Atticora tibialis";"Atticora tibialis"
"7911";"Atticora pileata";"Atticora pileata"
"7912";"Pygochelidon cyanoleuca";"Pygochelidon cyanoleuca"
"7913";"Tachycineta albilinea";"Tachycineta albilinea"
"7914";"Penelope purpurascens";"Penelope purpurascens"
"7915";"Progne tapera";"Progne tapera"
"7916";"Progne chalybea";"Progne chalybea"
"7917";"Rhynchortyx cinctus";"Rhynchortyx cinctus"
"7918";"Eremophila alpestris";"Eremophila alpestris"
"7919";"Corvus sinaloae";"Corvus sinaloae"
"7920";"Corvus imparatus";"Corvus imparatus"
"7921";"Dendrortyx leucophrys";"Dendrortyx leucophrys"
"7922";"Philortyx fasciatus";"Philortyx fasciatus"
"7923";"Aphelocoma unicolor";"Aphelocoma unicolor"
"7924";"Spatula discors";"Spatula discors"
"7925";"Aphelocoma ultramarina";"Aphelocoma ultramarina"
"7926";"Cyanocorax beecheii";"Cyanocorax beecheii"
"7927";"Cyanocorax yucatanicus";"Cyanocorax yucatanicus"
"7928";"Cyanocorax sanblasianus";"Cyanocorax sanblasianus"
"7929";"Colinus nigrogularis";"Colinus nigrogularis"
"7930";"Cyanocorax affinis";"Cyanocorax affinis"
"7931";"Aythya americana";"Aythya americana"
"7932";"Cyanolyca cucullata";"Cyanolyca cucullata"
"7933";"Cyanolyca argentigula";"Cyanolyca argentigula"
"7934";"Cyanolyca pumilo";"Cyanolyca pumilo"
"7935";"Steatornis caripensis";"Steatornis caripensis"
"7936";"Nomonyx dominicus";"Nomonyx dominicus"
"7937";"Vireo magister";"Vireo magister"
"7938";"Vireo altiloquus";"Vireo altiloquus"
"7939";"Vireo olivaceus";"Vireo olivaceus"
"7940";"Dactylortyx thoracicus";"Dactylortyx thoracicus"
"7941";"Vireo gilvus";"Vireo gilvus"
"7942";"Vireo philadelphicus";"Vireo philadelphicus"
"7943";"Bucephala albeola";"Bucephala albeola"
"7944";"Vireo solitarius";"Vireo solitarius"
"7945";"Dendrortyx macroura";"Dendrortyx macroura"
"7946";"Odontophorus melanotis";"Odontophorus melanotis"
"7947";"Vireo cassinii";"Vireo cassinii"
"7948";"Vireo flavifrons";"Vireo flavifrons"
"7949";"Vireo vicinior";"Vireo vicinior"
"7950";"Vireo griseus";"Vireo griseus"
"7951";"Vireo nelsoni";"Vireo nelsoni"
"7952";"Vireo brevipennis";"Vireo brevipennis"
"7953";"Odontophorus leucolaemus";"Odontophorus leucolaemus"
"7954";"Manacus vitellinus";"Manacus vitellinus"
"7955";"Manacus aurantiacus";"Manacus aurantiacus"
"7956";"Manacus candei";"Manacus candei"
"7957";"Chiroxiphia lanceolata";"Chiroxiphia lanceolata"
"7958";"Carpodectes nitidus";"Carpodectes nitidus"
"7959";"Drymophila genei";"Drymophila genei"
"7960";"Polyplectron malacense";"Polyplectron malacense"
"7961";"Carpodectes hopkei";"Carpodectes hopkei"
"7962";"Lipaugus unirufus";"Lipaugus unirufus"
"7963";"Cotinga nattererii";"Cotinga nattererii"
"7964";"Cotinga amabilis";"Cotinga amabilis"
"7965";"Querula purpurata";"Querula purpurata"
"7966";"Pachyramphus homochrous";"Pachyramphus homochrous"
"7967";"Pachyramphus cinnamomeus";"Pachyramphus cinnamomeus"
"7968";"Odontophorus guttatus";"Odontophorus guttatus"
"7969";"Cyrtonyx montezumae";"Cyrtonyx montezumae"
"7970";"Pachyramphus rufus";"Pachyramphus rufus"
"7971";"Pachyramphus versicolor";"Pachyramphus versicolor"
"7972";"Tityra inquisitor";"Tityra inquisitor"
"7973";"Aythya collaris";"Aythya collaris"
"7974";"Tyrannus forficatus";"Tyrannus forficatus"
"7975";"Tyrannus dominicensis";"Tyrannus dominicensis"
"7976";"Tyrannus tyrannus";"Tyrannus tyrannus"
"7977";"Tyrannus verticalis";"Tyrannus verticalis"
"7978";"Tyrannus crassirostris";"Tyrannus crassirostris"
"7979";"Tyrannus vociferans";"Tyrannus vociferans"
"7980";"Lophodytes cucullatus";"Lophodytes cucullatus"
"7981";"Myiodynastes luteiventris";"Myiodynastes luteiventris"
"7982";"Dendragapus obscurus";"Dendragapus obscurus"
"7983";"Conopias albovittatus";"Conopias albovittatus"
"7984";"Myiozetetes granadensis";"Myiozetetes granadensis"
"7985";"Myiozetetes cayanensis";"Myiozetetes cayanensis"
"7986";"Megarynchus pitangua";"Megarynchus pitangua"
"7987";"Aythya valisineria";"Aythya valisineria"
"7988";"Myiarchus crinitus";"Myiarchus crinitus"
"7989";"Myiarchus nuttingi";"Myiarchus nuttingi"
"7990";"Myiarchus cinerascens";"Myiarchus cinerascens"
"7991";"Sirystes albogriseus";"Sirystes albogriseus"
"7992";"Attila spadiceus";"Attila spadiceus"
"7993";"Machetornis rixosa";"Machetornis rixosa"
"7994";"Colonia colonus";"Colonia colonus"
"7995";"Fluvicola pica";"Fluvicola pica"
"7996";"Sayornis phoebe";"Sayornis phoebe"
"7997";"Sayornis nigricans";"Sayornis nigricans"
"7998";"Empidonax fulvifrons";"Empidonax fulvifrons"
"7999";"Empidonax flavescens";"Empidonax flavescens"
"8000";"Empidonax oberholseri";"Empidonax oberholseri"
"8001";"Empidonax wrightii";"Empidonax wrightii"
"8002";"Empidonax hammondii";"Empidonax hammondii"
"8003";"Empidonax minimus";"Empidonax minimus"
"8004";"Empidonax albigularis";"Empidonax albigularis"
"8005";"Empidonax traillii";"Empidonax traillii"
"8006";"Empidonax alnorum";"Empidonax alnorum"
"8007";"Empidonax virescens";"Empidonax virescens"
"8008";"Empidonax flaviventris";"Empidonax flaviventris"
"8009";"Contopus virens";"Contopus virens"
"8010";"Contopus sordidulus";"Contopus sordidulus"
"8011";"Mitrephanes phaeocercus";"Mitrephanes phaeocercus"
"8012";"Xenotriccus mexicanus";"Xenotriccus mexicanus"
"8013";"Myiobius atricaudus";"Myiobius atricaudus"
"8014";"Tolmomyias sulphurescens";"Tolmomyias sulphurescens"
"8015";"Todirostrum nigriceps";"Todirostrum nigriceps"
"8016";"Todirostrum cinereum";"Todirostrum cinereum"
"8017";"Poecilotriccus sylvia";"Poecilotriccus sylvia"
"8018";"Oncostoma olivaceum";"Oncostoma olivaceum"
"8019";"Oncostoma cinereigulare";"Oncostoma cinereigulare"
"8020";"Atalotriccus pilaris";"Atalotriccus pilaris"
"8021";"Lophotriccus pileatus";"Lophotriccus pileatus"
"8022";"Myiornis atricapillus";"Myiornis atricapillus"
"8023";"Phylloscartes flavovirens";"Phylloscartes flavovirens"
"8024";"Tympanuchus phasianellus";"Tympanuchus phasianellus"
"8025";"Elaenia frantzii";"Elaenia frantzii"
"8026";"Elaenia flavogaster";"Elaenia flavogaster"
"8027";"Elaenia martinica";"Elaenia martinica"
"8028";"Capsiempis flaveola";"Capsiempis flaveola"
"8029";"Camptostoma obsoletum";"Camptostoma obsoletum"
"8030";"Camptostoma imberbe";"Camptostoma imberbe"
"8031";"Sclerurus guatemalensis";"Sclerurus guatemalensis"
"8032";"Dendrocincla homochroa";"Dendrocincla homochroa"
"8033";"Synallaxis erythrothorax";"Synallaxis erythrothorax"
"8034";"Synallaxis brachyura";"Synallaxis brachyura"
"8035";"Synallaxis albescens";"Synallaxis albescens"
"8036";"Cranioleuca erythrops";"Cranioleuca erythrops"
"8037";"Xenerpestes minlosi";"Xenerpestes minlosi"
"8038";"Margarornis rubiginosus";"Margarornis rubiginosus"
"8039";"Premnoplex brunnescens";"Premnoplex brunnescens"
"8040";"Thripadectes rufobrunneus";"Thripadectes rufobrunneus"
"8041";"Clibanornis rubiginosus";"Clibanornis rubiginosus"
"8042";"Syndactyla subalaris";"Syndactyla subalaris"
"8043";"Anabacerthia variegaticeps";"Anabacerthia variegaticeps"
"8044";"Philydor fuscipenne";"Philydor fuscipenne"
"8045";"Lochmias nematura";"Lochmias nematura"
"8046";"Lepidocolaptes souleyetii";"Lepidocolaptes souleyetii"
"8047";"Lepidocolaptes leucogaster";"Lepidocolaptes leucogaster"
"8048";"Campylorhamphus pusillus";"Campylorhamphus pusillus"
"8049";"Campylorhamphus trochilirostris";"Campylorhamphus trochilirostris"
"8050";"Dendroplex picus";"Dendroplex picus"
"8051";"Xiphorhynchus flavigaster";"Xiphorhynchus flavigaster"
"8052";"Xiphorhynchus susurrans";"Xiphorhynchus susurrans"
"8053";"Dendrocincla fuliginosa";"Dendrocincla fuliginosa"
"8054";"Dendrocincla anabatina";"Dendrocincla anabatina"
"8055";"Formicarius rufipectus";"Formicarius rufipectus"
"8056";"Formicarius nigricapillus";"Formicarius nigricapillus"
"8057";"Psarocolius montezuma";"Psarocolius montezuma"
"8058";"Psarocolius decumanus";"Psarocolius decumanus"
"8059";"Cassiculus melanicterus";"Cassiculus melanicterus"
"8060";"Icterus abeillei";"Icterus abeillei"
"8061";"Icterus graduacauda";"Icterus graduacauda"
"8062";"Icterus pectoralis";"Icterus pectoralis"
"8063";"Icterus auratus";"Icterus auratus"
"8064";"Icterus prosthemelas";"Icterus prosthemelas"
"8065";"Icterus wagleri";"Icterus wagleri"
"8066";"Molothrus oryzivorus";"Molothrus oryzivorus"
"8067";"Leistes militaris";"Leistes militaris"
"8068";"Chrysomus icterocephalus";"Chrysomus icterocephalus"
"8069";"Cacicus cela";"Cacicus cela"
"8070";"Cacicus uropygialis";"Cacicus uropygialis"
"8071";"Pheucticus chrysopeplus";"Pheucticus chrysopeplus"
"8072";"Caryothraustes canadensis";"Caryothraustes canadensis"
"8073";"Habia rubica";"Habia rubica"
"8074";"Calidris minuta";"Calidris minuta"
"8075";"Piranga leucoptera";"Piranga leucoptera"
"8076";"Piranga bidentata";"Piranga bidentata"
"8077";"Granatellus venustus";"Granatellus venustus"
"8078";"Chlorospingus canigularis";"Chlorospingus canigularis"
"8079";"Chlorospingus inornatus";"Chlorospingus inornatus"
"8080";"Chlorospingus tacarcunae";"Chlorospingus tacarcunae"
"8081";"Chlorospingus flavopectus";"Chlorospingus flavopectus"
"8082";"Junco hyemalis";"Junco hyemalis"
"8083";"Zonotrichia albicollis";"Zonotrichia albicollis"
"8084";"Zonotrichia capensis";"Zonotrichia capensis"
"8085";"Melospiza georgiana";"Melospiza georgiana"
"8086";"Ammospiza maritima";"Ammospiza maritima"
"8087";"Ammospiza nelsoni";"Ammospiza nelsoni"
"8088";"Ammodramus savannarum";"Ammodramus savannarum"
"8089";"Amphispiza bilineata";"Amphispiza bilineata"
"8090";"Spizella breweri";"Spizella breweri"
"8091";"Spizella passerina";"Spizella passerina"
"8092";"Oriturus superciliosus";"Oriturus superciliosus"
"8093";"Peucaea botterii";"Peucaea botterii"
"8094";"Melozone fusca";"Melozone fusca"
"8095";"Aimophila ruficeps";"Aimophila ruficeps"
"8096";"Atlapetes albinucha";"Atlapetes albinucha"
"8097";"Arremonops chloronotus";"Arremonops chloronotus"
"8098";"Arremonops rufivirgatus";"Arremonops rufivirgatus"
"8099";"Pipilo maculatus";"Pipilo maculatus"
"8100";"Melozone leucotis";"Melozone leucotis"
"8101";"Passerculus sandwichensis";"Passerculus sandwichensis"
"8102";"Passerella iliaca";"Passerella iliaca"
"8103";"Rhodinocichla rosea";"Rhodinocichla rosea"
"8104";"Saltator grandis";"Saltator grandis"
"8105";"Sporophila corvina";"Sporophila corvina"
"8106";"Colinus cristatus";"Colinus cristatus"
"8107";"Tiaris olivaceus";"Tiaris olivaceus"
"8108";"Ortalis vetula";"Ortalis vetula"
"8109";"Ramphocelus passerinii";"Ramphocelus passerinii"
"8110";"Ramphocelus sanguinolentus";"Ramphocelus sanguinolentus"
"8111";"Heterospingus rubrifrons";"Heterospingus rubrifrons"
"8112";"Diglossa baritula";"Diglossa baritula"
"8113";"Tangara icterocephala";"Tangara icterocephala"
"8114";"Callipepla squamata";"Callipepla squamata"
"8115";"Callipepla gambelii";"Callipepla gambelii"
"8116";"Tangara florida";"Tangara florida"
"8117";"Callipepla californica";"Callipepla californica"
"8118";"Icteria virens";"Icteria virens"
"8119";"Myioborus miniatus";"Myioborus miniatus"
"8120";"Basileuterus rufifrons";"Basileuterus rufifrons"
"8121";"Setophaga virens";"Setophaga virens"
"8122";"Setophaga occidentalis";"Setophaga occidentalis"
"8123";"Setophaga dominica";"Setophaga dominica"
"8124";"Setophaga palmarum";"Setophaga palmarum"
"8125";"Setophaga caerulescens";"Setophaga caerulescens"
"8126";"Setophaga castanea";"Setophaga castanea"
"8127";"Setophaga americana";"Setophaga americana"
"8128";"Geothlypis tolmiei";"Geothlypis tolmiei"
"8129";"Callipepla douglasii";"Callipepla douglasii"
"8130";"Dendrocygna autumnalis";"Dendrocygna autumnalis"
"8131";"Phoenicopterus ruber";"Phoenicopterus ruber"
"8132";"Lagopus leucura";"Lagopus leucura"
"8133";"Podilymbus podiceps";"Podilymbus podiceps"
"8134";"Vermivora cyanoptera";"Vermivora cyanoptera"
"8135";"Seiurus aurocapilla";"Seiurus aurocapilla"
"8136";"Basileuterus culicivorus";"Basileuterus culicivorus"
"8137";"Tachybaptus dominicus";"Tachybaptus dominicus"
"8138";"Oreortyx pictus";"Oreortyx pictus"
"8139";"Dendragapus fuliginosus";"Dendragapus fuliginosus"
"8140";"Branta hutchinsii";"Branta hutchinsii"
"8141";"Spinus notatus";"Spinus notatus"
"8142";"Patagioenas cayennensis";"Patagioenas cayennensis"
"8143";"Patagioenas speciosa";"Patagioenas speciosa"
"8144";"Euphonia hirundinacea";"Euphonia hirundinacea"
"8145";"Patagioenas nigrirostris";"Patagioenas nigrirostris"
"8146";"Patagioenas flavirostris";"Patagioenas flavirostris"
"8147";"Mimus gilvus";"Mimus gilvus"
"8148";"Toxostoma cinereum";"Toxostoma cinereum"
"8149";"Melanotis hypoleucus";"Melanotis hypoleucus"
"8150";"Melanotis caerulescens";"Melanotis caerulescens"
"8151";"Aechmophorus occidentalis";"Aechmophorus occidentalis"
"8152";"Turdus grayi";"Turdus grayi"
"8153";"Catharus dryas";"Catharus dryas"
"8154";"Catharus frantzii";"Catharus frantzii"
"8155";"Spatula cyanoptera";"Spatula cyanoptera"
"8156";"Catharus aurantiirostris";"Catharus aurantiirostris"
"8157";"Bonasa umbellus";"Bonasa umbellus"
"8158";"Aythya affinis";"Aythya affinis"
"8159";"Myadestes townsendi";"Myadestes townsendi"
"8160";"Sialia sialis";"Sialia sialis"
"8161";"Turdus migratorius";"Turdus migratorius"
"8162";"Turdus assimilis";"Turdus assimilis"
"8163";"Catharus ustulatus";"Catharus ustulatus"
"8164";"Regulus satrapa";"Regulus satrapa"
"8165";"Polioptila albiloris";"Polioptila albiloris"
"8166";"Ramphocaenus melanurus";"Ramphocaenus melanurus"
"8167";"Polioptila plumbea";"Polioptila plumbea"
"8168";"Polioptila nigriceps";"Polioptila nigriceps"
"8169";"Polioptila californica";"Polioptila californica"
"8170";"Uropsila leucogastra";"Uropsila leucogastra"
"8171";"Cantorchilus thoracicus";"Cantorchilus thoracicus"
"8172";"Thryophilus rufalbus";"Thryophilus rufalbus"
"8173";"Pheugopedius fasciatoventris";"Pheugopedius fasciatoventris"
"8174";"Pheugopedius felix";"Pheugopedius felix"
"8175";"Pheugopedius maculipectus";"Pheugopedius maculipectus"
"8176";"Columbina passerina";"Columbina passerina"
"8177";"Columbina minuta";"Columbina minuta"
"8178";"Campylorhynchus jocosus";"Campylorhynchus jocosus"
"8179";"Columbina talpacoti";"Columbina talpacoti"
"8180";"Campylorhynchus gularis";"Campylorhynchus gularis"
"8181";"Campylorhynchus chiapensis";"Campylorhynchus chiapensis"
"8182";"Claravis pretiosa";"Claravis pretiosa"
"8183";"Campylorhynchus zonatus";"Campylorhynchus zonatus"
"8184";"Thryomanes bewickii";"Thryomanes bewickii"
"8185";"Cantorchilus modestus";"Cantorchilus modestus"
"8186";"Geotrygon montana";"Geotrygon montana"
"8187";"Campylorhynchus rufinucha";"Campylorhynchus rufinucha"
"8188";"Thryothorus ludovicianus";"Thryothorus ludovicianus"
"8189";"Leptotrygon veraguensis";"Leptotrygon veraguensis"
"8190";"Psaltriparus minimus";"Psaltriparus minimus"
"8191";"Cyanocorax melanocyaneus";"Cyanocorax melanocyaneus"
"8192";"Tunchiornis ochraceiceps";"Tunchiornis ochraceiceps"
"8193";"Vireolanius pulchellus";"Vireolanius pulchellus"
"8194";"Cyclarhis gujanensis";"Cyclarhis gujanensis"
"8195";"Pachysylvia decurtata";"Pachysylvia decurtata"
"8196";"Vireo pallens";"Vireo pallens"
"8197";"Vireo huttoni";"Vireo huttoni"
"8198";"Vireo plumbeus";"Vireo plumbeus"
"8199";"Vireo leucophrys";"Vireo leucophrys"
"8200";"Vireo flavoviridis";"Vireo flavoviridis"
"8201";"Tityra semifasciata";"Tityra semifasciata"
"8202";"Pachyramphus major";"Pachyramphus major"
"8203";"Leptopogon amaurocephalus";"Leptopogon amaurocephalus"
"8204";"Mionectes oleagineus";"Mionectes oleagineus"
"8205";"Zimmerius vilissimus";"Zimmerius vilissimus"
"8206";"Zimmerius parvus";"Zimmerius parvus"
"8207";"Mionectes olivaceus";"Mionectes olivaceus"
"8208";"Xiphorhynchus lachrymosus";"Xiphorhynchus lachrymosus"
"8209";"Xiphocolaptes promeropirhynchus";"Xiphocolaptes promeropirhynchus"
"8210";"Glyphorynchus spirurus";"Glyphorynchus spirurus"
"8211";"Sclerurus mexicanus";"Sclerurus mexicanus"
"8212";"Formicarius analis";"Formicarius analis"
"8213";"Dendrocolaptes sanctithomae";"Dendrocolaptes sanctithomae"
"8214";"Pseudocolaptes lawrencii";"Pseudocolaptes lawrencii"
"8215";"Lepidocolaptes affinis";"Lepidocolaptes affinis"
"8216";"Xiphorhynchus erythropygius";"Xiphorhynchus erythropygius"
"8217";"Hylopezus perspicillatus";"Hylopezus perspicillatus"
"8218";"Grallaria guatimalensis";"Grallaria guatimalensis"
"8219";"Pittasoma michleri";"Pittasoma michleri"
"8220";"Cercomacroides tyrannina";"Cercomacroides tyrannina"
"8221";"Myrmotherula pacifica";"Myrmotherula pacifica"
"8222";"Amazona xantholora";"Amazona xantholora"
"8223";"Pyrilia haematotis";"Pyrilia haematotis"
"8224";"Brotogeris jugularis";"Brotogeris jugularis"
"8225";"Psittacara finschi";"Psittacara finschi"
"8226";"Pyrrhura hoffmanni";"Pyrrhura hoffmanni"
"8227";"Falco rufigularis";"Falco rufigularis"
"8228";"Micrastur semitorquatus";"Micrastur semitorquatus"
"8229";"Micrastur ruficollis";"Micrastur ruficollis"
"8230";"Herpetotheres cachinnans";"Herpetotheres cachinnans"
"8231";"Campephilus guatemalensis";"Campephilus guatemalensis"
"8232";"Celeus castaneus";"Celeus castaneus"
"8233";"Celeus loricatus";"Celeus loricatus"
"8234";"Colaptes auricularis";"Colaptes auricularis"
"8235";"Colaptes rubiginosus";"Colaptes rubiginosus"
"8236";"Piculus callopterus";"Piculus callopterus"
"8237";"Piculus simplex";"Piculus simplex"
"8238";"Taoniscus nanus";"Taoniscus nanus"
"8239";"Mergus octosetaceus";"Mergus octosetaceus"
"8240";"Xenospiza baileyi";"Xenospiza baileyi"
"8241";"Podiceps gallardoi";"Podiceps gallardoi"
"8242";"Columbina cyanopis";"Columbina cyanopis"
"8243";"Calidris temminckii";"Calidris temminckii"
"8244";"Phylloscopus inornatus";"Phylloscopus inornatus"
"8245";"Vireo caribaeus";"Vireo caribaeus"
"8246";"Todiramphus godeffroyi";"Todiramphus godeffroyi"
"8247";"Acrocephalus aequinoctialis";"Acrocephalus aequinoctialis"
"8248";"Passer zarudnyi";"Passer zarudnyi"
"8249";"Eos reticulata";"Eos reticulata"
"8250";"Psittacula caniceps";"Psittacula caniceps"
"8251";"Zoothera machiki";"Zoothera machiki"
"8252";"Rhipidura opistherythra";"Rhipidura opistherythra"
"8253";"Cyornis nicobaricus";"Cyornis nicobaricus"
"8254";"Geokichla joiceyi";"Geokichla joiceyi"
"8255";"Geokichla schistacea";"Geokichla schistacea"
"8256";"Horornis carolinae";"Horornis carolinae"
"8257";"Tachycineta euchrysea";"Tachycineta euchrysea"
"8258";"Melanerpes pucherani";"Melanerpes pucherani"
"8259";"Aspatha gularis";"Aspatha gularis"
"8260";"Glaucidium palmarum";"Glaucidium palmarum"
"8261";"Melanerpes hypopolius";"Melanerpes hypopolius"
"8262";"Leptotila cassinii";"Leptotila cassinii"
"8263";"Leptotila plumbeiceps";"Leptotila plumbeiceps"
"8264";"Morococcyx erythropygus";"Morococcyx erythropygus"
"8265";"Phaethornis mexicanus";"Phaethornis mexicanus"
"8266";"Aramides axillaris";"Aramides axillaris"
"8267";"Hylomanes momotula";"Hylomanes momotula"
"8268";"Malacoptila panamensis";"Malacoptila panamensis"
"8269";"Melanerpes pygmaeus";"Melanerpes pygmaeus"
"8270";"Coccyzus minor";"Coccyzus minor"
"8271";"Antrostomus arizonae";"Antrostomus arizonae"
"8272";"Calypte costae";"Calypte costae"
"8273";"Coccyzus erythropthalmus";"Coccyzus erythropthalmus"
"8274";"Megascops asio";"Megascops asio"
"8275";"Amazona viridigenalis";"Amazona viridigenalis"
"8276";"Anthus spragueii";"Anthus spragueii"
"8277";"Centrocercus minimus";"Centrocercus minimus"
"8278";"Otus alius";"Otus alius"
"8279";"Elanus caeruleus";"Elanus caeruleus"
"8280";"Phylloscopus hainanus";"Phylloscopus hainanus"
"8281";"Poodytes albolimbatus";"Poodytes albolimbatus"
"8282";"Calidris acuminata";"Calidris acuminata"
