"";"Rb";"AV";"FV";"NN"
"Cymbirhynchus macrorhynchos";0,00789000323179445;0,451453228939452;0,451408051992696;0
"Eurylaimus javanicus";0,00778315862826219;0,440062584057767;0,440018546973403;0
"Eurylaimus ochromalus";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Eurylaimus steerii";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Eurylaimus samarensis";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Serilophus lunatus";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Psarisomus dalhousiae";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Calyptomena viridis";0,0107572381875968;0,708438065576323;0,708367172144363;0
"Calyptomena hosii";0,0119843603503503;0,806595286679876;0,806514570649987;0
"Calyptomena whiteheadi";0,0114552939590443;0,764496309652037;0,764419806468843;0
"Philepitta castanea";0,0132861167169059;0,898309281072107;0,898219387218302;0
"Philepitta schlegeli";0,0119472017599463;0,803705804834523;0,803625377955224;0,0992595437392582
"Neodrepanis coruscans";0,0128433455907722;0,855802915483025;0,855717275243309;0
"Neodrepanis hypoxantha";0,0128433455907722;0,855802915483025;0,855717275243309;0
"Sapayoa aenigma";0,00926566864429979;0,583282564312786;0,583224195197974;0
"Mionectes striaticollis";0,00926566864429979;0,583282564312786;0,583224195197974;0
"Mionectes olivaceus";0,0114552939590443;0,764496309652037;0,764419806468843;0
"Mionectes oleagineus";0,0114552939590443;0,764496309652037;0,764419806468843;0
"Mionectes macconnelli";0,00821192125748127;0,48644943307708;0,486400754058459;0
"Mionectes rufiventris";0,00926566864429979;0,583282564312786;0,583224195197974;0
"Leptopogon rufipectus";0,00790768392355101;0,455710577770062;0,455664974790199;0
"Leptopogon taczanowskii";0,00790768392355101;0,455710577770062;0,455664974790199;0
