"";"parsed";"mdd_itis"
"3609";"Cerdocyon thous";"Cerdocyon thous"
"3610";"Cebus malitiosus";"Cebus malitiosus"
"3611";"Cebus versicolor";"Cebus versicolor"
"3612";"Sousa plumbea";"Sousa plumbea"
"3613";"Sousa sahulensis";"Sousa sahulensis"
"3614";"Dusicyon australis";"Dusicyon australis"
"3615";"Dusicyon avus";"Dusicyon avus"
"3616";"Parahyaena brunnea";"Parahyaena brunnea"
"3617";"Rhinopoma cystops";"Rhinopoma cystops"
"3618";"Rhinolophus willardi";"Rhinolophus willardi"
"3619";"Rhinolophus kahuzi";"Rhinolophus kahuzi"
"3620";"Rhinolophus schnitzleri";"Rhinolophus schnitzleri"
"3621";"Rhinolophus thailandensis";"Rhinolophus thailandensis"
"3622";"Rhinolophus xinanzhongguoensis";"Rhinolophus xinanzhongguoensis"
"3623";"Dermanura rava";"Dermanura rava"
"3624";"Rhinolophus mcintyrei";"Rhinolophus mcintyrei"
"3625";"Rhinolophus proconsulis";"Rhinolophus proconsulis"
"3626";"Rhinolophus tatar";"Rhinolophus tatar"
"3627";"Rhinolophus chiewkweeae";"Rhinolophus chiewkweeae"
"3628";"Rhinolophus huananus";"Rhinolophus"
"3629";"Rhinolophus indorouxii";"Rhinolophus"
"3630";"Rhinolophus microglobosus";"Rhinolophus microglobosus"
"3631";"Balionycteris seimundi";"Balionycteris seimundi"
"3632";"Desmalopex microleucopterus";"Desmalopex microleucopterus"
"3633";"Epomophorus minor";"Epomophorus minor"
"3634";"Megaloglossus azagnyi";"Megaloglossus azagnyi"
"3635";"Thoopterus suhaniahae";"Thoopterus suhaniahae"
"3636";"Scotonycteris bergmansi";"Scotonycteris bergmansi"
"3637";"Scotonycteris occidentalis";"Scotonycteris occidentalis"
"3638";"Scotophilus andrewreborii";"Scotophilus andrewreborii"
"3639";"Scotophilus ejetai";"Scotophilus ejetai"
"3640";"Scotophilus livingstonii";"Scotophilus livingstonii"
"3641";"Scotophilus trujilloi";"Scotophilus trujilloi"
"3642";"Murina annamitica";"Murina annamitica"
"3643";"Murina balaensis";"Murina balaensis"
"3644";"Murina beelzebub";"Murina beelzebub"
"3645";"Murina bicolor";"Murina bicolor"
"3646";"Murina gracilis";"Murina gracilis"
"3647";"Murina recondita";"Murina recondita"
"3648";"Murina fionae";"Murina fionae"
"3649";"Murina chrysochaetes";"Murina chrysochaetes"
"3650";"Murina lorelieae";"Murina lorelieae"
"3651";"Murina shuipuensis";"Murina shuipuensis"
"3652";"Murina jaintiana";"Murina jaintiana"
"3653";"Murina pluvialis";"Murina pluvialis"
"3654";"Murina eleryi";"Murina eleryi"
"3655";"Murina feae";"Murina feae"
"3656";"Murina walstoni";"Murina walstoni"
"3657";"Murina harpioloides";"Murina harpioloides"
"3658";"Pteropus allenorum";"Pteropus allenorum"
"3659";"Barbastella beijingensis";"Barbastella beijingensis"
"3660";"Barbastella darjelingensis";"Barbastella darjelingensis"
"3661";"Eptesicus ognevi";"Eptesicus ognevi"
"3662";"Eptesicus anatolicus";"Eptesicus anatolicus"
"3663";"Eptesicus pachyomus";"Eptesicus pachyomus"
"3664";"Eptesicus isabellinus";"Eptesicus isabellinus"
"3665";"Hypsugo bemainty";"Hypsugo bemainty"
"3666";"Hypsugo dolichodon";"Hypsugo dolichodon"
"3667";"Hypsugo lanzai";"Hypsugo lanzai"
"3668";"Nyctophilus bifax";"Nyctophilus bifax"
"3669";"Nyctophilus corbeni";"Nyctophilus corbeni"
"3670";"Nyctophilus major";"Nyctophilus major"
"3671";"Nyctophilus daedalus";"Nyctophilus daedalus"
"3672";"Otonycteris leucophaea";"Otonycteris leucophaea"
"3673";"Lycalopex culpaeus";"Lycalopex culpaeus"
"3674";"Pipistrellus aladdin";"Pipistrellus"
"3675";"Tylonycteris pygmaeus";"Tylonycteris pygmaeus"
"3676";"Myotis annatessae";"Myotis annatessae"
"3677";"Myotis badius";"Myotis badius"
"3678";"Myotis secundus";"Myotis secundus"
"3679";"Myotis soror";"Myotis soror"
"3680";"Myotis indochinensis";"Myotis indochinensis"
"3681";"Myotis petax";"Myotis petax"
"3682";"Lycalopex gymnocercus";"Lycalopex gymnocercus"
"3683";"Plecotus ariel";"Plecotus"
"3684";"Plecotus turkmenicus";"Plecotus turkmenicus"
"3685";"Plecotus kozlovi";"Plecotus kozlovi"
"3686";"Plecotus wardi";"Plecotus wardi"
"3687";"Plecotus strelkovi";"Plecotus strelkovi"
"3688";"Plecotus homochrous";"Plecotus homochrous"
"3689";"Submyotodon latirostris";"Submyotodon latirostris"
"3690";"Myotis longicaudatus";"Myotis longicaudatus"
"3691";"Myotis sibiricus";"Myotis sibiricus"
"3692";"Myotis borneoensis";"Myotis borneoensis"
"3693";"Myotis federatus";"Myotis federatus"
"3694";"Myotis peytoni";"Myotis peytoni"
"3695";"Rusa unicolor";"Rusa unicolor"
"3696";"Hipposideros tephrus";"Hipposideros tephrus"
"3697";"Nyctereutes procyonoides";"Nyctereutes procyonoides"
"3698";"Rhinolophus perditus";"Rhinolophus perditus"
"3699";"Myotis escalerai";"Myotis escalerai"
"3700";"Myotis rufoniger";"Myotis rufoniger"
"3701";"Myotis weberi";"Myotis weberi"
"3702";"Pipistrellus grandidieri";"Pipistrellus"
"3703";"Peropteryx pallidoptera";"Peropteryx pallidoptera"
"3704";"Tympanoctomys kirchnerorum";"Tympanoctomys kirchnerorum"
"3705";"Lycalopex sechurae";"Lycalopex sechurae"
"3706";"Herpestes ochraceus";"Herpestes ochraceus"
"3707";"Martes gwatkinsii";"Martes gwatkinsii"
"3708";"Galea comes";"Galea comes"
"3709";"Galea leucoblephara";"Galea leucoblephara"
"3710";"Cavia patzelti";"Cavia patzelti"
"3711";"Pteropus niger";"Pteropus niger"
"3712";"Coendou baturitensis";"Coendou baturitensis"
"3713";"Sylvilagus gabbi";"Sylvilagus gabbi"
"3714";"Lycalopex vetulus";"Lycalopex vetulus"
"3715";"Ochotona mantchurica";"Ochotona mantchurica"
"3716";"Ochotona syrinx";"Ochotona syrinx"
"3717";"Cynomops milleri";"Cynomops milleri"
"3718";"Eumops wilsoni";"Eumops wilsoni"
"3719";"Eumops delticus";"Eumops delticus"
"3720";"Eumops nanus";"Eumops nanus"
"3721";"Eumops ferox";"Eumops ferox"
"3722";"Gazella arabica";"Gazella arabica"
"3723";"Pteronotus mesoamericanus";"Pteronotus mesoamericanus"
"3724";"Pteronotus rubiginosus";"Pteronotus rubiginosus"
"3725";"Molossus alvarezi";"Molossus alvarezi"
"3726";"Molossus bondae";"Molossus bondae"
"3727";"Promops davisoni";"Promops davisoni"
"3728";"Chilonatalus macer";"Chilonatalus macer"
"3729";"Anoura aequatoris";"Anoura aequatoris"
"3730";"Anoura cadenai";"Anoura cadenai"
"3731";"Anoura peruana";"Anoura peruana"
"3732";"Anoura geoffroyi";"Anoura geoffroyi"
"3733";"Artibeus schwartzi";"Artibeus schwartzi"
"3734";"Artibeus aequatorialis";"Artibeus aequatorialis"
"3735";"Carollia monohernandezi";"Carollia monohernandezi"
"3736";"Carollia benkeithi";"Carollia benkeithi"
"3737";"Carollia castanea";"Carollia castanea"
"3738";"Lichonycteris degener";"Lichonycteris degener"
"3739";"Micronycteris buriri";"Micronycteris buriri"
"3740";"Micronycteris giovanniae";"Micronycteris giovanniae"
"3741";"Micronycteris yatesi";"Micronycteris yatesi"
"3742";"Chrysocyon brachyurus";"Chrysocyon brachyurus"
"3743";"Lophostoma kalkoae";"Lophostoma kalkoae"
"3744";"Lonchophylla pattoni";"Lonchophylla pattoni"
"3745";"Lonchophylla cadenai";"Lonchophylla cadenai"
"3746";"Lonchophylla orienticollina";"Lonchophylla orienticollina"
"3747";"Lonchophylla peracchii";"Lonchophylla peracchii"
"3748";"Thyroptera wynneae";"Thyroptera wynneae"
"3749";"Eptesicus taddeii";"Eptesicus taddeii"
"3750";"Myotis diminutus";"Myotis diminutus"
"3751";"Myotis izecksohni";"Myotis izecksohni"
"3752";"Myotis lavali";"Myotis lavali"
"3753";"Rhogeessa bickhami";"Rhogeessa bickhami"
"3754";"Rhogeessa menchuae";"Rhogeessa menchuae"
"3755";"Rhogeessa velilla";"Rhogeessa velilla"
"3756";"Vampyrodes major";"Vampyrodes major"
"3757";"Sturnira bakeri";"Sturnira bakeri"
"3758";"Sturnira burtonlimi";"Sturnira burtonlimi"
"3759";"Sturnira angeli";"Sturnira angeli"
"3760";"Sturnira parvidens";"Sturnira parvidens"
"3761";"Sturnira paulsoni";"Sturnira paulsoni"
"3762";"Sturnira hondurensis";"Sturnira hondurensis"
"3763";"Sturnira koopmanhilli";"Sturnira koopmanhilli"
"3764";"Sturnira perla";"Sturnira perla"
"3765";"Sturnira ludovici";"Sturnira ludovici"
"3766";"Platyrrhinus helleri";"Platyrrhinus helleri"
"3767";"Platyrrhinus incarum";"Platyrrhinus incarum"
"3768";"Platyrrhinus angustirostris";"Platyrrhinus angustirostris"
"3769";"Platyrrhinus aquilus";"Platyrrhinus aquilus"
"3770";"Platyrrhinus dorsalis";"Platyrrhinus dorsalis"
"3771";"Platyrrhinus nitelinea";"Platyrrhinus nitelinea"
"3772";"Gardnerycteris crenulatum";"Gardnerycteris crenulatum"
"3773";"Gardnerycteris koepckeae";"Gardnerycteris koepckeae"
"3774";"Anoura caudifer";"Anoura caudifer"
"3775";"Philantomba walteri";"Philantomba walteri"
"3776";"Mus mayori";"Mus mayori"
"3777";"Solisorex pearsoni";"Solisorex pearsoni"
"3778";"Biswamoyopterus laoensis";"Biswamoyopterus laoensis"
"3779";"Funambulus obscurus";"Funambulus obscurus"
"3780";"Marmosops caucae";"Marmosops caucae"
"3781";"Triaenops parvus";"Triaenops parvus"
"3782";"Miniopterus pallidus";"Miniopterus pallidus"
"3783";"Crocidura ramona";"Crocidura ramona"
"3784";"Dasyprocta croconota";"Dasyprocta croconota"
"3785";"Dasyprocta variegata";"Dasyprocta variegata"
"3786";"Dasyprocta iacki";"Dasyprocta iacki"
"3787";"Equus grevyi";"Equus grevyi"
"3788";"Hippopotamus madagascariensis";"Hippopotamus madagascariensis"
"3789";"Hippopotamus lemerlei";"Hippopotamus lemerlei"
"3790";"Isothrix orinoci";"Isothrix orinoci"
"3791";"Thrichomys laurentius";"Thrichomys laurentius"
"3792";"Pattonomys carrikeri";"Pattonomys carrikeri"
"3793";"Pattonomys flavidus";"Pattonomys flavidus"
"3794";"Pattonomys punctatus";"Pattonomys punctatus"
"3795";"Myomimus roachi";"Myomimus roachi"
"3796";"Crocidura zimmermanni";"Crocidura zimmermanni"
"3797";"Gerbillus hesperinus";"Gerbillus hesperinus"
"3798";"Microtus cabrerae";"Microtus cabrerae"
"3799";"Spermophilus citellus";"Spermophilus citellus"
"3800";"Capra cylindricornis";"Capra cylindricornis"
"3801";"Cryptotis perijensis";"Cryptotis perijensis"
"3802";"Microtus kermanensis";"Microtus kermanensis"
"3803";"Sciurocheirus makandensis";"Sciurocheirus makandensis"
"3804";"Perodicticus edwardsi";"Perodicticus edwardsi"
"3805";"Perodicticus ibeanus";"Perodicticus ibeanus"
"3806";"Cercocebus lunulatus";"Cercocebus lunulatus"
"3807";"Cercocebus atys";"Cercocebus atys"
"3808";"Perodicticus potto";"Perodicticus potto"
"3809";"Papio cynocephalus";"Papio cynocephalus"
"3810";"Erythrocebus baumstarki";"Erythrocebus baumstarki"
"3811";"Allochrocebus lhoesti";"Allochrocebus lhoesti"
"3812";"Gracilimus radix";"Gracilimus radix"
"3813";"Cercopithecus lowei";"Cercopithecus lowei"
"3814";"Cercopithecus campbelli";"Cercopithecus campbelli"
"3815";"Cercopithecus diana";"Cercopithecus diana"
"3816";"Cercopithecus roloway";"Cercopithecus roloway"
"3817";"Cercopithecus lomamiensis";"Cercopithecus lomamiensis"
"3818";"Cercopithecus denti";"Cercopithecus denti"
"3819";"Bunomys torajae";"Bunomys torajae"
"3820";"Bunomys karokophilus";"Bunomys karokophilus"
"3821";"Waiomys mamasae";"Waiomys mamasae"
"3822";"Hyorhinomys stuempkei";"Hyorhinomys stuempkei"
"3823";"Chaetodipus siccus";"Chaetodipus siccus"
"3824";"Dipodomys ornatus";"Dipodomys ornatus"
"3825";"Piliocolobus gordonorum";"Piliocolobus gordonorum"
"3826";"Piliocolobus preussi";"Piliocolobus preussi"
"3827";"Piliocolobus pennantii";"Piliocolobus pennantii"
"3828";"Piliocolobus epieni";"Piliocolobus epieni"
"3829";"Piliocolobus semlikiensis";"Piliocolobus semlikiensis"
"3830";"Piliocolobus foai";"Piliocolobus foai"
"3831";"Sciurocheirus alleni";"Sciurocheirus alleni"
"3832";"Spermophilus suslicus";"Spermophilus suslicus"
"3833";"Neoromicia isabella";"Neoromicia isabella"
"3834";"Otomops harrisoni";"Otomops harrisoni"
"3835";"Coleura kibomalandy";"Coleura kibomalandy"
"3836";"Asellia italosomalica";"Asellia italosomalica"
"3837";"Asellia arabica";"Asellia arabica"
"3838";"Hipposideros einnaythu";"Hipposideros einnaythu"
"3839";"Hipposideros griffini";"Hipposideros griffini"
"3840";"Hipposideros pendleburyi";"Hipposideros pendleburyi"
"3841";"Hipposideros alongensis";"Hipposideros alongensis"
"3842";"Eudiscoderma thongareeae";"Eudiscoderma thongareeae"
"3843";"Hipposideros nicobarulae";"Hipposideros nicobarulae"
"3844";"Paratriaenops pauliani";"Paratriaenops pauliani"
"3845";"Triaenops afer";"Triaenops afer"
"3846";"Glischropus bucephalus";"Glischropus bucephalus"
"3847";"Miniopterus brachytragos";"Miniopterus brachytragos"
"3848";"Miniopterus mahafaliensis";"Miniopterus mahafaliensis"
"3849";"Miniopterus aelleni";"Miniopterus aelleni"
"3850";"Miniopterus griffithsi";"Miniopterus griffithsi"
"3851";"Miniopterus ambohitrensis";"Miniopterus ambohitrensis"
"3852";"Miniopterus egeri";"Miniopterus egeri"
"3853";"Miniopterus maghrebensis";"Miniopterus maghrebensis"
"3854";"Rhinopoma hadramauticum";"Rhinopoma hadramauticum"
"3855";"Rhinolophus belligerator";"Rhinolophus belligerator"
"3856";"Dyacopterus rickarti";"Dyacopterus rickarti"
"3857";"Pteropus coxi";"Pteropus coxi"
"3858";"Myotis formosus";"Myotis formosus"
"3859";"Lontra felina";"Lontra felina"
"3860";"Lontra provocax";"Lontra provocax"
"3861";"Piliocolobus lulindicus";"Piliocolobus lulindicus"
"3862";"Thomasomys auricularis";"Thomasomys auricularis"
"3863";"Thomasomys australis";"Thomasomys australis"
"3864";"Thomasomys contradictus";"Thomasomys contradictus"
"3865";"Thomasomys dispar";"Thomasomys dispar"
"3866";"Thomasomys emeritus";"Thomasomys emeritus"
"3867";"Thomasomys fumeus";"Thomasomys fumeus"
"3868";"Thomasomys nicefori";"Thomasomys nicefori"
"3869";"Thomasomys princeps";"Thomasomys princeps"
"3870";"Cryptotis celaque";"Cryptotis celaque"
"3871";"Cryptotis mccarthyi";"Cryptotis mccarthyi"
"3872";"Cryptotis cavatorculus";"Cryptotis cavatorculus"
"3873";"Bdeogale crassicauda";"Bdeogale crassicauda"
"3874";"Genetta servalina";"Genetta servalina"
"3875";"Pardofelis marmorata";"Pardofelis marmorata"
"3876";"Catopuma temminckii";"Catopuma temminckii"
"3877";"Trichechus senegalensis";"Trichechus senegalensis"
"3878";"Echinops telfairi";"Echinops telfairi"
"3879";"Geogale aurita";"Geogale aurita"
"3880";"Hemicentetes nigriceps";"Hemicentetes nigriceps"
"3881";"Hemicentetes semispinosus";"Hemicentetes semispinosus"
"3882";"Limnogale mergulus";"Limnogale mergulus"
"3883";"Microgale brevicaudata";"Microgale brevicaudata"
"3884";"Microgale grandidieri";"Microgale grandidieri"
"3885";"Microgale cowani";"Microgale cowani"
"3886";"Microgale dobsoni";"Microgale"
"3887";"Microgale drouhardi";"Microgale drouhardi"
"3888";"Microgale dryas";"Microgale dryas"
"3889";"Microgale fotsifotsy";"Microgale fotsifotsy"
"3890";"Microgale gracilis";"Microgale gracilis"
"3891";"Microgale gymnorhyncha";"Microgale gymnorhyncha"
"3892";"Microgale jenkinsae";"Microgale jenkinsae"
"3893";"Microgale longicaudata";"Microgale longicaudata"
"3894";"Microgale majori";"Microgale majori"
"3895";"Microgale monticola";"Microgale monticola"
"3896";"Microgale nasoloi";"Microgale nasoloi"
"3897";"Microgale parvula";"Microgale parvula"
"3898";"Microgale principula";"Microgale principula"
"3899";"Microgale pusilla";"Microgale pusilla"
"3900";"Microgale soricoides";"Microgale soricoides"
"3901";"Microgale taiva";"Microgale taiva"
"3902";"Microgale talazaci";"Microgale"
"3903";"Microgale thomasi";"Microgale thomasi"
"3904";"Oryzorictes hova";"Oryzorictes hova"
"3905";"Oryzorictes tetradactylus";"Oryzorictes tetradactylus"
"3906";"Potamogale velox";"Potamogale velox"
"3907";"Setifer setosus";"Setifer setosus"
"3908";"Tenrec ecaudatus";"Tenrec ecaudatus"
"3909";"Leopardus colocolo";"Leopardus colocola"
"3910";"Equus ferus";"Equus ferus"
"3911";"Caluromysiops irrupta";"Caluromysiops irrupta"
"3912";"Balantiopteryx infusca";"Balantiopteryx infusca"
"3913";"Eumops auripendulus";"Eumops auripendulus"
"3914";"Eumops perotis";"Eumops perotis"
"3915";"Nyctinomops macrotis";"Nyctinomops macrotis"
"3916";"Thyroptera tricolor";"Thyroptera tricolor"
"3917";"Leopardus pardalis";"Leopardus pardalis"
"3918";"Neofelis diardi";"Neofelis diardi"
"3919";"Puma concolor";"Puma concolor"
"3920";"Capra falconeri";"Capra falconeri"
"3921";"Dinaromys bogdanovi";"Dinaromys bogdanovi"
"3922";"Monodelphis scalops";"Monodelphis scalops"
"3923";"Dama mesopotamica";"Dama mesopotamica"
"3924";"Phacochoerus aethiopicus";"Phacochoerus aethiopicus"
"3925";"Ochotona opaca";"Ochotona opaca"
"3926";"Potamochoerus porcus";"Potamochoerus porcus"
"3927";"Hylochoerus meinertzhageni";"Hylochoerus meinertzhageni"
"3928";"Lynx canadensis";"Lynx canadensis"
"3929";"Gerbillus occiduus";"Gerbillus occiduus"
"3930";"Bos mutus";"Bos mutus"
"3931";"Calomyscus tsolovi";"Calomyscus tsolovi"
"3932";"Pan paniscus";"Pan paniscus"
